locationId,long,lat
653,-122.2876297,47.66536679
533,-122.3644057,47.63658337
674,-122.3313371,47.68878409
401,-122.3752862,47.64366338
217,-122.3026123,47.63103751
248,-122.3138049,47.68400615
588,-122.3446174,47.63082373
301,-122.3017772,47.64302261
191,-122.3587393,47.67368718
565,-122.3558671,47.66304417
386,-122.3192527,47.66801211
505,-122.3077602,47.65483007
321,-122.3002395,47.63893365
335,-122.353629,47.69002861
151,-122.3150076,47.6178977
354,-122.2813061,47.67234912
380,-122.3264974,47.61354618
526,-122.3567193,47.64515405
692,-122.3561379,47.63881987
219,-122.3035093,47.67452308
280,-122.3340139,47.66670393
278,-122.2959319,47.66919694
431,-122.325506,47.67651323
239,-122.3091708,47.6716155
632,-122.3012541,47.67451635
556,-122.2772164,47.67075095
390,-122.3283918,47.67193528
69,-122.3510456,47.6352858
363,-122.282371,47.69084932
383,-122.3616018,47.66109251
449,-122.3233316,47.69386644
489,-122.3082835,47.62760155
342,-122.2625236,47.67104757
509,-122.3120092,47.6282345
593,-122.3541097,47.65818505
336,-122.3595729,47.648473
451,-122.3724942,47.6368554
311,-122.3541183,47.65447729
486,-122.3728715,47.6549968
743,-122.2663927,47.66980667
194,-122.2904386,47.66409082
15,-122.3566782,47.67849128
520,-122.3328076,47.69030092
732,-122.309178,47.68389985
33,-122.3669168,47.66658375
91,-122.3625072,47.64691648
75,-122.3517022,47.66125812
270,-122.3698181,47.66659172
82,-122.2946984,47.66270869
376,-122.3600042,47.6785791
579,-122.323373,47.67788725
436,-122.361733,47.63519955
161,-122.2982304,47.67002005
663,-122.3214161,47.6343231
213,-122.3696453,47.68570564
480,-122.3121211,47.60215603
772,-122.3134269,47.67523994
163,-122.286269,47.5719843
18,-122.3178809,47.66630781
757,-122.3301574,47.63772041
644,-122.3775725,47.69174514
541,-122.3083906,47.62369239
500,-122.3015751,47.59163148
609,-122.3615014,47.6405538
642,-122.3149921,47.67284592
669,-122.3409573,47.68294252
35,-122.3361737,47.69696284
637,-122.295076,47.6180817
573,-122.2884753,47.63678528
51,-122.3052032,47.67312424
105,-122.333685,47.5965465
493,-122.2858777,47.62669175
611,-122.3327227,47.69264682
93,-122.3035139,47.61801642
156,-122.3293302,47.64292399
41,-122.3051285,47.60024695
689,-122.2962457,47.62558225
101,-122.3699312,47.6876023
60,-122.3083025,47.6888759
253,-122.3075232,47.57334141
597,-122.3353596,47.65832253
119,-122.2801984,47.65453153
531,-122.3320328,47.69145681
501,-122.2989846,47.59778495
707,-122.3518841,47.6860355
221,-122.3259991,47.65625407
284,-122.3130077,47.61348943
538,-122.3134128,47.61657585
12,-122.3296287,47.68342259
602,-122.3599867,47.63250236
145,-122.3436983,47.6391322
11,-122.3303888,47.6387105
575,-122.3280691,47.65801248
574,-122.2875674,47.66867887
577,-122.3313787,47.6901203
17,-122.3009473,47.67817868
165,-122.2993139,47.67352725
645,-122.2888807,47.69472643
207,-122.2740854,47.67437946
693,-122.3519257,47.68159862
659,-122.3740743,47.64439021
