technicianId,serviceId,distribution_offset,distribution
0,0,0,"2 0.0331723900348967 1"
1,0,0,"2 0.033106498034904355 1"
2,0,0,"2 0.04020518003848752 1"
3,0,0,"4 0.06501941571529785 1"
4,0,0,"4 0.06419889201187834 1"
5,0,0,"2 0.03230811971663733 1"
6,0,0,"3 0.0450725834305334 1"
7,0,0,"2 0.04016564916737542 1"
8,0,0,"3 0.04270427887478755 1"
9,0,0,"2 0.03501882801744091 1"
10,0,0,"2 0.03633377109624525 1"
11,0,0,"2 0.0440483303137251 1"
12,0,0,"2 0.0427357062774455 1"
13,0,0,"2 0.03713643802844967 1"
14,0,0,"2 0.03843709227521015 1"
0,1,0,"6 0.07897308045512587 1"
1,1,0,"2 0.029701004187760977 1"
2,1,0,"2 0.03055062640740286 1"
3,1,0,"3 0.046155698954380646 1"
4,1,19.569210668751793,"1 0.024647522185338788 1"
5,1,0,"2 0.04175169243160522 1"
6,1,0,"4 0.06488942731534394 1"
7,1,0,"2 0.038468648982393105 1"
8,1,0,"3 0.041626414282224855 1"
9,1,0,"3 0.04059274245049592 1"
10,1,0,"4 0.06328306350278882 1"
11,1,0,"4 0.05769695509534619 1"
12,1,0,"4 0.06049369755674578 1"
13,1,0,"9 0.22541497954820214 0.75 13 0.10736645927690386 0.25"
14,1,0,"3 0.042722382638092214 1"
0,2,0,"3 0.048953668510241376 1"
1,2,0,"2 0.03237389767051427 1"
2,2,0,"3 0.04478958641283477 1"
3,2,0,"2 0.03307812407821363 1"
4,2,0,"2 0.04159146835304645 1"
5,2,0,"2 0.03499997300259978 1"
6,2,0,"3 0.05752177690338586 1"
7,2,0,"3 0.049110661510286494 1"
8,2,0,"7 0.21281781674810826 0.75 12 0.11622789669472951 0.25"
9,2,0,"9 0.24137067754589686 0.7499999999999999 13 0.116615320872311 0.2500000000000001"
10,2,0,"2 0.03471169865527396 1"
11,2,0,"2 0.03740963105465261 1"
12,2,30.074140339448917,"1 0.02985147851241897 1"
13,2,0,"12 0.2529090290192998 0.75 14 0.10443178928630628 0.25"
14,2,0,"3 0.04543259646327946 1"
0,3,0,"5 0.06945641356958059 1"
1,3,0,"2 0.03514776893922952 1"
2,3,0,"2 0.03700068406789683 1"
3,3,0,"4 0.06079454974553401 1"
4,3,0,"2 0.032039879522255815 1"
5,3,0,"2 0.032123372560321585 1"
6,3,40.33259531512105,"1 0.025029079291394682 1"
7,3,0,"3 0.05584266583723018 1"
8,3,0,"2 0.038805629501371564 1"
9,3,0,"2 0.03721202721106509 1"
10,3,0,"3 0.05635745080209584 1"
11,3,0,"2 0.032789132336493575 1"
12,3,9.384381138934437,"1 0.025131399814517678 1"
13,3,0,"2 0.03309354465624754 1"
14,3,25.16315732621807,"1 0.023521410018939187 1"
0,4,0,"3 0.045289261908321915 1"
1,4,0,"3 0.046008788476200796 1"
2,4,0,"2 0.04025059435440505 1"
3,4,0,"2 0.03268222917384169 1"
4,4,0,"3 0.04773992793016081 1"
5,4,0,"2 0.03892607333439697 1"
6,4,0,"3 0.04909031886454177 1"
7,4,0,"5 0.07661181715489437 1"
8,4,0,"4 0.06466076975019001 1"
9,4,0,"11 0.2823089299407374 0.75 14 0.12932072485284155 0.25"
10,4,0,"3 0.05478172063541312 1"
11,4,0,"2 0.036301903645189856 1"
12,4,0,"5 0.0663903598302521 1"
13,4,0,"2 0.04033087142655654 1"
14,4,0,"6 0.17913987793840244 0.75 11 0.09518967415315231 0.25"
0,5,0,"4 0.06100850843310973 1"
1,5,0,"3 0.05538173436827511 1"
2,5,0,"12 0.2844398997434859 0.75 14 0.1226044159438553 0.25"
3,5,0,"4 0.056757502218461 1"
4,5,0,"4 0.05539207717503057 1"
5,5,0,"2 0.03137043179088926 1"
6,5,0,"4 0.05154235203854027 1"
7,5,18.20281828332938,"1 0.024208398949490773 1"
8,5,0,"5 0.07107906375562889 1"
9,5,0,"4 0.06330587043687816 1"
10,5,0,"3 0.04800247022636969 1"
11,5,0,"11 0.27066014796047255 0.7499999999999999 14 0.12561364814379597 0.2500000000000001"
12,5,0,"3 0.044685042293213836 1"
13,5,0,"2 0.03985221160192851 1"
14,5,0,"2 0.03166485111850623 1"
0,6,0,"8 0.2234566932046549 0.75 13 0.11717308909527195 0.25"
1,6,0,"2 0.036290530715513615 1"
2,6,24.118269725886123,"1 0.026044146643650647 1"
3,6,0,"2 0.04064571912720982 1"
4,6,0,"2 0.031910637642758734 1"
