technicianId,serviceId,distribution_offset,distribution
0,0,0,"2 0.027997956082364012 1"
1,0,0,"2 0.032288108437606565 1"
2,0,0,"2 0.03354936227415784 1"
3,0,0,"3 0.10481336413238876 0.75 9 0.06264189028108624 0.25"
4,0,0,"2 0.029145212050522704 1"
5,0,0,"2 0.03694087038459495 1"
6,0,0,"2 0.03069800704997601 1"
7,0,0,"2 0.03415624341626671 1"
8,0,0,"2 0.03618178609009531 1"
9,0,0,"2 0.029505956063377928 1"
10,0,0,"2 0.03368985014732816 1"
11,0,0,"2 0.03581592773984756 1"
12,0,0,"2 0.03183398325614305 1"
13,0,0,"2 0.03424853943318019 1"
14,0,0,"2 0.03010971045244014 1"
15,0,0,"2 0.036240624760604065 1"
16,0,0,"2 0.049029290139689145 1"
17,0,0,"2 0.03204802320952271 1"
18,0,0,"2 0.03099121633324638 1"
19,0,0,"2 0.033327924030319395 1"
20,0,0,"2 0.03596577387818404 1"
21,0,0,"2 0.03199682102685179 1"
22,0,0,"2 0.03119487461322276 1"
23,0,0,"2 0.03541680461809394 1"
24,0,0,"3 0.10712260432669363 0.75 9 0.06551568247436514 0.25"
25,0,0,"2 0.030958754519134577 1"
26,0,0,"2 0.03822419866394501 1"
27,0,15.50999202758289,"1 0.018230947680111027 1"
28,0,0,"2 0.03048054277216063 1"
29,0,0,"3 0.03785134729677871 1"
30,0,0,"2 0.050583542738504766 1"
31,0,0,"2 0.03371919909511659 1"
32,0,0,"6 0.16959973333564365 0.7500000000000001 11 0.0834538997561647 0.2499999999999999"
33,0,0,"2 0.03790803565118791 1"
34,0,0,"2 0.03307205791357258 1"
35,0,0,"2 0.03833390726157958 1"
36,0,0,"3 0.11220530999816847 0.75 10 0.08038412681360782 0.25"
37,0,0,"2 0.027300208253460575 1"
38,0,0,"2 0.02650675310218084 1"
39,0,0,"2 0.02862540679522533 1"
40,0,0,"2 0.03818530584408131 1"
41,0,0,"2 0.02567847682826322 1"
42,0,0,"2 0.030052391690615573 1"
43,0,0,"2 0.03609630521703976 1"
44,0,0,"2 0.033946386767043805 1"
45,0,0,"2 0.027488516777845404 1"
46,0,0,"2 0.04442016508074602 1"
47,0,0,"2 0.03184129980738748 1"
48,0,0,"2 0.03442247355570775 1"
49,0,0,"2 0.030997964134221293 1"
50,0,0,"2 0.031848783770634825 1"
51,0,0,"2 0.034202575266144224 1"
52,0,0,"2 0.026198739972638073 1"
53,0,0,"2 0.03316492067883788 1"
54,0,0,"2 0.042510953914281224 1"
55,0,0,"2 0.03417271322130101 1"
56,0,0,"2 0.03520562970404007 1"
57,0,0,"2 0.03976269454373613 1"
58,0,0,"2 0.03200162157181634 1"
59,0,0,"2 0.035575748687828805 1"
60,0,0,"2 0.09030486163495552 0.7500000000000001 9 0.06863878042854489 0.2499999999999999"
61,0,0,"2 0.03057641308909392 1"
62,0,0,"3 0.09624243441823462 0.7499999999999999 10 0.06893457352326988 0.2500000000000001"
63,0,0,"5 0.13168376426242823 0.75 11 0.07328943884995895 0.25"
64,0,0,"2 0.03280554121245136 1"
65,0,0,"2 0.03351530681752177 1"
66,0,0,"4 0.12318509023735584 0.7500000000000001 10 0.06889600265536695 0.2499999999999999"
67,0,0,"4 0.12883571524737955 0.7500000000000001 10 0.07774710788855445 0.2499999999999999"
68,0,0,"2 0.03353491750877735 1"
69,0,0,"2 0.03491374988966737 1"
0,1,0,"2 0.029753993206740374 1"
1,1,20.48843445005503,"1 0.02009936336682365 1"
2,1,0,"4 0.11728129863010033 0.75 10 0.0669822614258838 0.25"
3,1,0,"5 0.14565727352340035 0.75 11 0.07949022382930124 0.25"
4,1,0,"2 0.030489738970192533 1"
5,1,0,"2 0.04425483224022654 1"
6,1,0,"2 0.02815618222296863 1"
7,1,0,"2 0.028757906777711024 1"
8,1,0,"2 0.03330008919979045 1"
9,1,0,"6 0.15578179852880694 0.7499999999999999 11 0.07875526732169315 0.2500000000000001"
10,1,0,"2 0.030086122978623026 1"
11,1,0,"5 0.1371532195262296 0.75 11 0.07958246122640192 0.25"
12,1,0,"2 0.030423969468901954 1"
13,1,0,"2 0.02661449371818023 1"
14,1,0,"12 0.22865136654354515 0.75 14 0.09308637424396327 0.25"
15,1,20.949511412082735,"1 0.020617472208410485 1"
16,1,0,"2 0.02801954766873315 1"
17,1,0,"2 0.028351841189177485 1"
18,1,0,"2 0.02967480442330968 1"
19,1,0,"2 0.034083521015609804 1"
20,1,0,"2 0.04260738960447906 1"
21,1,0,"2 0.07937367539692684 0.7500000000000001 9 0.06234749104182243 0.2499999999999999"
22,1,0,"2 0.030467130346125266 1"
23,1,0,"2 0.03591214480842168 1"
24,1,0,"4 0.11632372996552894 0.75 10 0.06770022075031783 0.25"
25,1,0,"2 0.031485352321037254 1"
26,1,0,"2 0.036032479979715516 1"
27,1,0,"2 0.03317787174803747 1"
28,1,0,"2 0.027514533534194845 1"
29,1,0,"2 0.03463190266675845 1"
30,1,0,"2 0.025571411722933635 1"
31,1,0,"2 0.0311222303976214 1"
32,1,0,"2 0.03311128416457612 1"
33,1,0,"2 0.02769955516278932 1"
34,1,53.1986317670249,"0 0 0"
35,1,0,"2 0.02810229693134133 1"
36,1,0,"2 0.03409879124915005 1"
37,1,0,"4 0.1261334795438059 0.75 10 0.07536266587407266 0.25"
38,1,0,"6 0.1539849179244424 0.75 11 0.07631955725269476 0.25"
39,1,0,"2 0.03277429318655508 1"
40,1,0,"2 0.025451617069450597 1"
41,1,-2.4449227234318087,"1 0.019006277689115655 1"
42,1,0,"2 0.02924808863181518 1"
43,1,0,"2 0.02583063572188288 1"
44,1,0,"2 0.03148575017885495 1"
45,1,0,"2 0.027815162734439132 1"
46,1,0,"2 0.03118298427340975 1"
47,1,0,"2 0.029905482889931282 1"
48,1,0,"2 0.02467780520862433 1"
49,1,0,"2 0.03308418827906832 1"
50,1,0,"2 0.034189926165859794 1"
