technicianId,serviceId,distribution_offset,distribution
0,0,0,"5 0.14062273768794506 0.7500000000000001 11 0.07930785535380376 0.2499999999999999"
1,0,15.075811034135178,"1 0.021588254320529406 1"
2,0,0,"7 0.17257794964722223 0.75 12 0.08887784023642226 0.25"
3,0,0,"3 0.10101212480933291 0.75 9 0.06021429319110988 0.25"
4,0,0,"4 0.1371878641956357 0.75 10 0.08173654933386493 0.25"
5,0,0,"2 0.11677104852862992 0.75 8 0.06078520766993904 0.25"
6,0,0,"4 0.1263850112645679 0.7500000000000001 10 0.0768452906146341 0.2499999999999999"
7,0,-7.8668518868929596,"1 0.01827412801441684 1"
8,0,0,"8 0.19117393512449105 0.75 12 0.09021435810209043 0.25"
9,0,14.99467681222346,"1 0.02149230117492878 1"
0,1,0,"5 0.1371654738748468 0.75 11 0.0750853871462942 0.25"
1,1,0,"5 0.14666934274817703 0.75 10 0.07248454984985213 0.25"
2,1,0,"2 0.029833471926673353 1"
3,1,0,"3 0.10335285579965328 0.7499999999999999 10 0.07415055201285244 0.2500000000000001"
4,1,61.32313839256638,"0 0 0"
5,1,0,"2 0.07836102191258726 0.75 9 0.06364736885053446 0.25"
6,1,0,"5 0.14560387675931247 0.7500000000000001 11 0.08289447034749893 0.2499999999999999"
7,1,0,"2 0.037013138701636944 1"
8,1,0,"7 0.1751354011958368 0.7499999999999999 12 0.08802123796370163 0.2500000000000001"
9,1,0,"6 0.16903150785129045 0.75 11 0.0837350095258084 0.25"
0,2,0,"5 0.138777081845672 0.75 11 0.07969301981585687 0.25"
1,2,0,"4 0.1356228904501487 0.7500000000000001 10 0.07773518587529532 0.2499999999999999"
2,2,0,"5 0.1549453338715836 0.75 11 0.08668467590119228 0.25"
3,2,0,"4 0.11598543265487268 0.75 10 0.06771153914442679 0.25"
4,2,0,"2 0.04225265578830817 1"
5,2,0,"5 0.15624955037797922 0.75 11 0.08956733108818377 0.25"
6,2,0,"7 0.17654668497132273 0.75 12 0.08727111305825869 0.25"
7,2,0,"2 0.03969420765229823 1"
8,2,0,"9 0.20607908987465678 0.7500000000000001 13 0.09548080811234656 0.2499999999999999"
9,2,0,"2 0.029705078309693166 1"
0,3,0,"7 0.1696425751954948 0.75 12 0.08494986150382428 0.25"
1,3,0,"7 0.1709130569376656 0.75 12 0.08588003321024328 0.25"
2,3,0,"2 0.03300590705601193 1"
3,3,23.723862852138666,"1 0.01969895150663541 1"
4,3,0,"2 0.032155971694308436 1"
5,3,0,"3 0.10798104921718693 0.7499999999999999 9 0.06404922390908323 0.2500000000000001"
6,3,0,"5 0.12961227687182114 0.75 11 0.07380608677251375 0.25"
7,3,9.8044490374647,"1 0.022192521899578377 1"
8,3,0,"6 0.15973758226755252 0.75 11 0.08030258905835648 0.25"
9,3,0,"2 0.03511785671928176 1"
0,4,0,"4 0.12677923790899268 0.75 10 0.07438288962330636 0.25"
1,4,0,"4 0.12728460561845037 0.75 10 0.07543263088159563 0.25"
2,4,0,"2 0.07504444566988122 0.75 9 0.06402956128057063 0.25"
3,4,0,"3 0.10216670351633025 0.7499999999999999 10 0.07267492065378438 0.2500000000000001"
4,4,0,"9 0.1942601174272371 0.75 13 0.08787271056290091 0.25"
5,4,0,"2 0.029934524634033163 1"
6,4,0,"4 0.11814858445990145 0.75 10 0.0656789022773264 0.25"
7,4,0,"3 0.11294663712003528 0.75 9 0.06685112732477366 0.25"
8,4,0,"2 0.08098624880968543 0.75 9 0.06304028011388714 0.25"
9,4,15.7038191891345,"1 0.019645064766916263 1"
0,5,0,"6 0.16376661987881766 0.75 11 0.08460945498650083 0.25"
1,5,0,"3 0.10682147441853203 0.75 9 0.06227952339890754 0.25"
2,5,0,"2 0.08562610869963362 0.75 9 0.06614731637704524 0.25"
3,5,0,"8 0.18428931268958448 0.75 12 0.08261566955227015 0.25"
4,5,0,"2 0.11774910298466224 0.75 8 0.06114225552233067 0.25"
5,5,0,"5 0.13065507417352934 0.75 11 0.07129983590201232 0.25"
6,5,0,"3 0.09274356593545863 0.75 10 0.06581862177876996 0.25"
7,5,0,"6 0.16535969650656568 0.75 11 0.08277669126820296 0.25"
8,5,0,"2 0.09157492173862203 0.7500000000000001 8 0.05803438821780501 0.2499999999999999"
9,5,8.200179636584366,"1 0.021287579284582615 1"
0,6,5.1310129586920965,"1 0.017074523758774527 1"
