technicianId,serviceId,distribution_offset,distribution
0,0,56.67349421792045,"0 0 0"
1,0,58.026367730028745,"0 0 0"
2,0,0,"2 0.04116159694994981 1"
3,0,49.97022084280253,"0 0 0"
4,0,53.62375367747311,"0 0 0"
5,0,68.84771375328359,"0 0 0"
6,0,47.12944623930722,"0 0 0"
7,0,54.037269001441295,"0 0 0"
8,0,53.537174954734,"0 0 0"
9,0,0,"2 0.03747032530985145 1"
10,0,53.34337840961233,"0 0 0"
11,0,40.83891605439557,"0 0 0"
0,1,60.89980983592163,"0 0 0"
1,1,7.8891508066122285,"1 0.01884553147377376 1"
2,1,68.26398202391732,"0 0 0"
3,1,46.130089267995174,"0 0 0"
4,1,0,"2 0.03318653938630276 1"
5,1,58.98994890031066,"0 0 0"
6,1,61.569218891805946,"0 0 0"
7,1,67.36648573578421,"0 0 0"
8,1,69.02194966123305,"0 0 0"
9,1,52.327316071747035,"0 0 0"
10,1,57.08814633498264,"0 0 0"
11,1,64.86644439904116,"0 0 0"
0,2,72.07731784159249,"0 0 0"
1,2,68.38983642839084,"0 0 0"
2,2,67.93844568053521,"0 0 0"
3,2,64.70572258604777,"0 0 0"
4,2,55.13558692753775,"0 0 0"
5,2,0,"2 0.04070733703328845 1"
6,2,69.88970471528174,"0 0 0"
7,2,60.15960213886143,"0 0 0"
8,2,50.31458237591187,"0 0 0"
9,2,0,"2 0.029176480586102227 1"
10,2,62.08591440900476,"0 0 0"
11,2,56.14277830226146,"0 0 0"
0,3,0,"4 0.12258299091881915 0.7500000000000001 10 0.0694390257154306 0.2499999999999999"
1,3,58.36062641462482,"0 0 0"
2,3,0,"4 0.12273768287732705 0.75 10 0.07418623997399348 0.25"
3,3,61.91148205231449,"0 0 0"
4,3,64.30337846953492,"0 0 0"
5,3,0,"2 0.049352387994724606 1"
6,3,55.64193527538659,"0 0 0"
7,3,63.04267851200609,"0 0 0"
8,3,45.01107518775477,"0 0 0"
9,3,53.58179928852205,"0 0 0"
10,3,58.34860786602557,"0 0 0"
11,3,57.26363019160076,"0 0 0"
0,4,60.68887386169281,"0 0 0"
1,4,57.505403818006265,"0 0 0"
2,4,54.93247177409232,"0 0 0"
3,4,6.583764485341263,"1 0.021476252612709967 1"
4,4,50.95749191518301,"0 0 0"
5,4,41.98313585344144,"0 0 0"
