technicianId,serviceId,distribution_offset,distribution
0,0,0,"2 0.032515747670064 1"
1,0,0,"3 0.05622573654420854 1"
2,0,0,"2 0.036290788071746134 1"
3,0,0,"2 0.04289422367696088 1"
4,0,0,"13 0.3051590221524837 0.75 15 0.13318998687201095 0.25"
5,0,0,"3 0.04990813376821801 1"
6,0,0,"3 0.05499245368623105 1"
7,0,0,"3 0.05989091192058374 1"
8,0,0,"2 0.03937154934874717 1"
9,0,0,"3 0.04680575659876707 1"
10,0,0,"2 0.03876667735996834 1"
11,0,0,"2 0.036509192720713325 1"
12,0,0,"3 0.04988113206321235 1"
13,0,0,"2 0.04210293593710928 1"
14,0,0,"2 0.03733462680391874 1"
15,0,0,"3 0.05320590922580766 1"
16,0,0,"2 0.03735054800947962 1"
17,0,0,"2 0.04428230234552547 1"
18,0,0,"2 0.037201356151835896 1"
19,0,0,"17 0.29746720391817827 0.7500000000000001 16 0.11224279305565381 0.2499999999999999"
20,0,0,"3 0.047224655713270655 1"
21,0,0,"2 0.03546580231963508 1"
22,0,0,"2 0.0459281391530308 1"
23,0,0,"15 0.30299852577731373 0.75 16 0.12826930956729854 0.25"
24,0,0,"2 0.03492216188638504 1"
25,0,0,"2 0.036539792550844705 1"
26,0,16.76289979394776,"1 0.02283403329758667 1"
27,0,0,"2 0.03287087364420664 1"
28,0,0,"4 0.06878790572135605 1"
29,0,0,"4 0.061001431094358155 1"
30,0,0,"2 0.04609694085164525 1"
31,0,0,"2 0.03876945979201494 1"
32,0,0,"2 0.04325294016268307 1"
33,0,0,"2 0.03576323156121718 1"
34,0,0,"3 0.048218577339003914 1"
35,0,0,"4 0.05726345742101658 1"
36,0,0,"15 0.34347740095820867 0.7500000000000001 16 0.1480973333163678 0.2499999999999999"
37,0,26.132305337476033,"1 0.02908724383617625 1"
38,0,0,"3 0.0430965927222793 1"
39,0,0,"2 0.04332124666004513 1"
40,0,0,"3 0.0513613139359708 1"
41,0,0,"3 0.06067974706252534 1"
42,0,0,"2 0.044037592484001846 1"
43,0,0,"3 0.04572485004154673 1"
44,0,0,"3 0.04637817872992829 1"
45,0,20.788905822542937,"1 0.02409610447931749 1"
46,0,0,"2 0.03352167506465284 1"
47,0,0,"3 0.0520749097357604 1"
48,0,0,"3 0.04568746104396615 1"
49,0,0,"3 0.05388769768306974 1"
50,0,0,"3 0.05291189652050851 1"
51,0,0,"3 0.05104987595763499 1"
52,0,0,"3 0.050768475999780606 1"
53,0,0,"2 0.03690428758753697 1"
54,0,0,"2 0.03213832788057989 1"
0,1,0,"16 0.33665550978759595 0.75 16 0.1378582925471228 0.25"
1,1,0,"2 0.03413109929810089 1"
2,1,0,"4 0.06278863312210282 1"
3,1,0,"6 0.17975929324222914 0.75 11 0.09118672153654112 0.25"
4,1,0,"4 0.06074891066730094 1"
5,1,0,"2 0.03139484575633349 1"
6,1,0,"2 0.03304204252586264 1"
7,1,0,"2 0.03313305427715267 1"
8,1,0,"7 0.18414477946032912 0.7499999999999999 12 0.09414423981623388 0.2500000000000001"
9,1,0,"3 0.05044658699572298 1"
10,1,0,"4 0.05973112696007271 1"
11,1,0,"2 0.03933900419197367 1"
12,1,0,"3 0.047486138716598916 1"
13,1,0,"2 0.04025516493259735 1"
14,1,0,"3 0.050102831344891796 1"
15,1,0,"5 0.07531814716850499 1"
16,1,0,"3 0.04406966317698223 1"
17,1,0,"3 0.04346019972038779 1"
18,1,0,"3 0.04228657629509624 1"
19,1,0,"7 0.18465995815696942 0.75 12 0.09559438569002288 0.25"
20,1,0,"3 0.04399658718120743 1"
21,1,0,"19 0.346677009025584 0.75 17 0.1322990845998036 0.25"
22,1,0,"6 0.0705970793029929 1"
23,1,0,"4 0.05705118857152972 1"
24,1,0,"2 0.03930636185081861 1"
25,1,0,"4 0.058458126175941094 1"
26,1,0,"2 0.040980572114336096 1"
27,1,0,"2 0.03684913740847886 1"
28,1,0,"3 0.053028749664360705 1"
29,1,0,"3 0.043035976198714444 1"
30,1,0,"2 0.034759368726995754 1"
31,1,0,"2 0.03340658152674891 1"
32,1,0,"4 0.06454762701275753 1"
33,1,0,"5 0.0598792214215374 1"
34,1,13.127220947125515,"1 0.023913757925872824 1"
35,1,0,"8 0.20478626076956524 0.7499999999999999 12 0.09642856993505718 0.2500000000000001"
36,1,0,"24 0.45291050677112576 0.7500000000000001 20 0.17605039918794202 0.2499999999999999"
37,1,0,"4 0.06094494493424123 1"
38,1,0,"2 0.036583389612957554 1"
39,1,0,"2 0.046753779132011945 1"
40,1,0,"3 0.04217749993943223 1"
41,1,0,"2 0.04162112685626063 1"
42,1,0,"4 0.055533203954100094 1"
43,1,0,"15 0.32176230954620083 0.75 16 0.1381542034123448 0.25"
44,1,0,"2 0.03470854801648665 1"
45,1,0,"4 0.06498357717966728 1"
46,1,0,"4 0.06155572010288468 1"
47,1,0,"2 0.033896220078140575 1"
48,1,0,"2 0.03861395375854323 1"
49,1,0,"2 0.03366937895360911 1"
50,1,63.54865399916797,"0 0 0"
51,1,23.60728379575039,"1 0.03191395266556345 1"
52,1,0,"7 0.08428249510769219 1"
53,1,0,"2 0.03704826652381603 1"
54,1,0,"3 0.05047065752677733 1"
0,2,0,"2 0.033733979171750965 1"
1,2,0,"15 0.2789712883336965 0.75 15 0.10784304761662782 0.25"
2,2,0,"2 0.03725006261598599 1"
3,2,0,"2 0.04135173220058838 1"
4,2,0,"7 0.2363973219059555 0.75 12 0.12588258260704122 0.25"
5,2,0,"4 0.06008605839535699 1"
6,2,0,"2 0.03354744194908968 1"
7,2,0,"3 0.054908186115982756 1"
8,2,0,"2 0.03364550103141095 1"
9,2,10.350423737149804,"1 0.023756755335719613 1"
10,2,0,"3 0.04153529012940037 1"
11,2,0,"2 0.03614826924434549 1"
12,2,0,"2 0.032715570683792716 1"
13,2,0,"5 0.07357612566034084 1"
14,2,0,"2 0.037022783572663684 1"
15,2,0,"2 0.03254739325911202 1"
16,2,0,"3 0.04544310555580608 1"
17,2,0,"3 0.04468256260555131 1"
18,2,20.842637686142545,"1 0.02582333682837109 1"
19,2,0,"5 0.0670260196379738 1"
20,2,0,"2 0.030592499441568832 1"
21,2,0,"4 0.06591536678577273 1"
22,2,0,"4 0.057807974531634436 1"
23,2,0,"4 0.05455343556123976 1"
24,2,0,"2 0.03141594747425816 1"
25,2,0,"13 0.3034978704924914 0.75 15 0.135096989291108 0.25"
26,2,0,"4 0.05632373139741274 1"
27,2,0,"2 0.03431117687716458 1"
28,2,0,"2 0.03662283816786157 1"
29,2,0,"4 0.05931982826931976 1"
30,2,0,"2 0.03564135671605849 1"
31,2,0,"5 0.06463645833205724 1"
32,2,0,"4 0.16295100393375705 0.75 10 0.10575798587729841 0.25"
33,2,0,"3 0.05070122696447054 1"
34,2,0,"4 0.060737326512618095 1"
35,2,0,"2 0.03378590733833482 1"
36,2,0,"5 0.06714932993638513 1"
37,2,0,"4 0.05400586064756948 1"
38,2,0,"2 0.035306309028940344 1"
39,2,0,"3 0.04781599487949989 1"
40,2,0,"4 0.066715139008385 1"
41,2,0,"2 0.03294381378297891 1"
42,2,0,"2 0.031355172868868283 1"
43,2,24.92327909671385,"1 0.030645302039167165 1"
44,2,0,"3 0.05517959401564982 1"
45,2,0,"3 0.05152156709502859 1"
46,2,0,"3 0.051834415310003525 1"
47,2,24.603082463280728,"1 0.02411470594379015 1"
48,2,0,"2 0.033482727926708034 1"
49,2,0,"7 0.19175597060155625 0.75 12 0.0961176525197673 0.25"
50,2,0,"2 0.031409236697301744 1"
51,2,59.97059013383604,"0 0 0"
52,2,0,"3 0.05340058191572766 1"
53,2,0,"2 0.03346946501658467 1"
54,2,26.689515529232587,"1 0.02240258368404426 1"
0,3,0,"3 0.05166377068460779 1"
1,3,22.440708226075316,"1 0.029804786782071324 1"
2,3,0,"2 0.03275869692969214 1"
3,3,0,"3 0.04112892227232837 1"
4,3,0,"5 0.07131847171610908 1"
5,3,0,"17 0.35869643395009526 0.75 17 0.15052861185284291 0.25"
6,3,0,"3 0.05588528102301493 1"
7,3,0,"2 0.036074994895606914 1"
8,3,0,"3 0.04297406258232935 1"
9,3,0,"14 0.32842358293147667 0.75 15 0.13883524808556608 0.25"
10,3,0,"2 0.031051827260421612 1"
11,3,0,"3 0.05017554270398022 1"
12,3,0,"2 0.04139897381766779 1"
13,3,0,"5 0.07027566471892543 1"
14,3,0,"13 0.32138883492136167 0.75 15 0.14546265684963836 0.25"
15,3,0,"3 0.05862920082848192 1"
16,3,0,"2 0.031265470861897675 1"
17,3,0,"5 0.07678188301183912 1"
18,3,0,"3 0.04847052818330802 1"
19,3,0,"2 0.03438731715255761 1"
20,3,0,"4 0.06753217828893285 1"
21,3,0,"2 0.03609262081061758 1"
22,3,0,"5 0.07492480285273057 1"
23,3,0,"3 0.05257632088956084 1"
24,3,0,"3 0.054670469042464136 1"
25,3,0,"19 0.3842642985188933 0.7500000000000001 18 0.15692989351785713 0.2499999999999999"
26,3,0,"4 0.05171304447699841 1"
27,3,0,"2 0.04175121820490907 1"
28,3,0,"2 0.03296293026235191 1"
29,3,0,"3 0.04308467512099377 1"
30,3,0,"15 0.3074782694386607 0.75 16 0.13049904032864906 0.25"
31,3,0,"4 0.055379822148034615 1"
32,3,0,"4 0.0623934753024794 1"
33,3,0,"2 0.03761936610330513 1"
34,3,0,"2 0.03654618473598494 1"
35,3,0,"3 0.04269790842206141 1"
36,3,0,"2 0.04171002545985391 1"
37,3,0,"3 0.05437956084436129 1"
38,3,0,"3 0.05788940425176726 1"
39,3,0,"11 0.2520161154617102 0.75 14 0.1155021005812273 0.25"
40,3,84.49938342473712,"0 0 0"
41,3,0,"6 0.07043492216790673 1"
42,3,0,"3 0.049442294871212385 1"
43,3,0,"13 0.2923751087559424 0.75 15 0.127033277964495 0.25"
44,3,0,"2 0.03704445386463358 1"
45,3,0,"2 0.042842162918513116 1"
46,3,0,"2 0.03368501291857291 1"
47,3,0,"2 0.0411845220525019 1"
48,3,0,"3 0.046026087442409845 1"
49,3,0,"3 0.040258637522699155 1"
50,3,0,"3 0.0431101596189886 1"
51,3,0,"3 0.04810935649933692 1"
52,3,0,"2 0.04260300266848349 1"
53,3,0,"4 0.05996716827089188 1"
54,3,0,"3 0.049422661419986164 1"
0,4,0,"2 0.04070937931881357 1"
1,4,0,"3 0.04101250043608071 1"
2,4,0,"2 0.04331316349975824 1"
3,4,0,"2 0.04402764914817265 1"
4,4,0,"2 0.04752122504483794 1"
5,4,0,"3 0.05206101800081084 1"
6,4,0,"2 0.03924545193986996 1"
7,4,0,"2 0.03408891016850854 1"
8,4,0,"4 0.05915905405886986 1"
9,4,0,"4 0.06640127894138097 1"
10,4,0,"2 0.03880813839578105 1"
11,4,0,"2 0.0389272477816548 1"
12,4,0,"2 0.037250809016897396 1"
13,4,0,"2 0.04386067921531566 1"
14,4,0,"2 0.040254798364971915 1"
15,4,0,"2 0.03731022200975446 1"
16,4,0,"2 0.045832855126756944 1"
17,4,63.0128564936792,"0 0 0"
18,4,0,"4 0.06051587262922742 1"
19,4,0,"2 0.033733030399728275 1"
20,4,0,"3 0.12316408420432608 0.7500000000000001 10 0.09572551573561164 0.2499999999999999"
21,4,0,"2 0.041541128683145086 1"
22,4,0,"2 0.03928469317564357 1"
23,4,0,"2 0.03547973601041736 1"
24,4,0,"3 0.04230295848183712 1"
25,4,0,"4 0.06265150936234774 1"
26,4,0,"4 0.05666730935188683 1"
27,4,0,"2 0.042499002257413494 1"
28,4,0,"2 0.04058696495970783 1"
29,4,0,"3 0.04999134887188349 1"
30,4,0,"2 0.03896734435437991 1"
31,4,0,"3 0.051257954287115666 1"
32,4,0,"9 0.2504703965970648 0.75 13 0.12448941228536163 0.25"
33,4,0,"2 0.03686480531095787 1"
34,4,0,"2 0.038242588071217505 1"
35,4,54.77551018494636,"0 0 0"
36,4,0,"2 0.039582394036123604 1"
37,4,0,"19 0.3924466613661353 0.7499999999999999 18 0.16103779339616553 0.2500000000000001"
38,4,0,"6 0.1775789349234613 0.75 11 0.09263806992085011 0.25"
39,4,0,"2 0.04043189066010801 1"
40,4,0,"2 0.05783101330937498 1"
41,4,7.548389439939847,"1 0.025156123429706388 1"
42,4,0,"18 0.39178257950689177 0.7499999999999999 17 0.15949536744816217 0.2500000000000001"
43,4,0,"2 0.036982360373316085 1"
44,4,0,"3 0.04322700958009032 1"
45,4,0,"2 0.031056770092795248 1"
46,4,0,"11 0.24706905834311593 0.7500000000000001 14 0.11312750392609895 0.2499999999999999"
47,4,0,"5 0.17465809634733373 0.75 11 0.1049542804957557 0.25"
48,4,0,"9 0.22545287492122587 0.75 13 0.10838243456041816 0.25"
49,4,0,"2 0.03788980776694314 1"
50,4,60.379221317791284,"0 0 0"
51,4,0,"2 0.03739925341786385 1"
52,4,0,"2 0.03985760360628391 1"
53,4,0,"2 0.0398670796751436 1"
54,4,0,"2 0.0377874670281762 1"
0,5,0,"2 0.03380243678057492 1"
1,5,0,"4 0.059212970459816994 1"
2,5,0,"3 0.049687908456611224 1"
3,5,0,"2 0.02976676786654789 1"
4,5,0,"3 0.05198942395834174 1"
5,5,0,"5 0.06586108062872305 1"
6,5,0,"2 0.031353342688533264 1"
7,5,0,"3 0.05181562020754008 1"
8,5,0,"2 0.036264738434343004 1"
9,5,0,"2 0.038901478514853025 1"
10,5,0,"5 0.07127943953845167 1"
11,5,0,"3 0.04909981275226892 1"
12,5,0,"3 0.05262441541895792 1"
13,5,0,"3 0.04509068055524315 1"
14,5,54.46392801149064,"0 0 0"
15,5,0,"3 0.048684279990327706 1"
16,5,24.010751490952607,"1 0.023479300529194086 1"
17,5,0,"3 0.048744035380817834 1"
18,5,0,"2 0.042081301814494626 1"
19,5,0,"2 0.03220402724668649 1"
20,5,0,"3 0.04387643214459002 1"
21,5,0,"2 0.037117522232486856 1"
22,5,0,"3 0.048442212364798794 1"
23,5,0,"2 0.03465467565114545 1"
24,5,0,"3 0.0452693559879515 1"
25,5,0,"11 0.29992337565636806 0.7500000000000001 14 0.1399106804291355 0.2499999999999999"
26,5,0,"3 0.04122436067536544 1"
27,5,0,"3 0.058733314356440976 1"
28,5,0,"3 0.041121684075640104 1"
29,5,0,"2 0.040493112303436336 1"
30,5,0,"3 0.04398603479928125 1"
31,5,0,"2 0.04214290679972106 1"
32,5,0,"8 0.20549477822745593 0.75 12 0.09804755573643234 0.25"
33,5,0,"2 0.033632992521936085 1"
34,5,0,"2 0.03468708115982913 1"
35,5,0,"4 0.0606451991922783 1"
36,5,0,"2 0.03475596491598737 1"
37,5,0,"4 0.05843366904956026 1"
38,5,0,"3 0.045930141889737264 1"
39,5,0,"7 0.19937903085392517 0.75 12 0.10070412269221579 0.25"
40,5,0,"3 0.04307757978500495 1"
41,5,0,"3 0.05716101769444051 1"
42,5,0,"2 0.03722474896822636 1"
43,5,0,"3 0.04986906114822567 1"
44,5,0,"2 0.039385072510282684 1"
45,5,0,"3 0.05091402431805752 1"
46,5,0,"3 0.05012934732699407 1"
47,5,0,"3 0.05408087095661903 1"
48,5,0,"3 0.04870598653867878 1"
49,5,0,"2 0.04202263050056359 1"
50,5,20.51225977520788,"1 0.031409134311978705 1"
51,5,0,"2 0.04886680268621413 1"
52,5,0,"3 0.05091607978207136 1"
53,5,0,"2 0.035216870623104815 1"
54,5,32.364050619729,"1 0.025361722842177793 1"
0,6,0,"3 0.04460916078614878 1"
1,6,0,"6 0.07889485757491234 1"
2,6,0,"5 0.07239217414890708 1"
3,6,0,"2 0.034305704243344365 1"
4,6,0,"7 0.19553599506205666 0.75 12 0.09989484823185522 0.25"
5,6,0,"10 0.275994948671175 0.7499999999999999 14 0.13614389835028035 0.2500000000000001"
6,6,0,"22 0.42863485548751473 0.7500000000000001 19 0.16935883609918026 0.2499999999999999"
7,6,0,"2 0.043555445318701244 1"
8,6,0,"14 0.2743730854643082 0.75 15 0.1098083620237689 0.25"
9,6,0,"5 0.0731294164733146 1"
10,6,0,"3 0.046971167606896826 1"
11,6,0,"4 0.06218084464264177 1"
12,6,0,"5 0.06813303193473856 1"
13,6,0,"2 0.034323947891987 1"
14,6,0,"2 0.04335543970013713 1"
15,6,0,"2 0.03395766839459236 1"
16,6,0,"4 0.060336708203755224 1"
17,6,59.47450957546771,"0 0 0"
18,6,0,"6 0.08131651443272475 1"
19,6,0,"17 0.35966162121088285 0.75 17 0.15145756446849412 0.25"
20,6,0,"2 0.03635260241455718 1"
21,6,0,"3 0.04163020542560656 1"
22,6,0,"3 0.04744156326683301 1"
23,6,0,"2 0.034073029585948406 1"
24,6,0,"3 0.04695577744662474 1"
25,6,0,"3 0.046391439303135745 1"
26,6,0,"10 0.24023841014820127 0.7499999999999999 13 0.10764466012922894 0.2500000000000001"
27,6,0,"8 0.20686998483116611 0.75 12 0.09843061182885925 0.25"
28,6,21.98126388766123,"1 0.031149010777645095 1"
29,6,0,"4 0.06445724761878807 1"
30,6,0,"4 0.052387161558007114 1"
31,6,0,"3 0.059139550906058866 1"
32,6,0,"3 0.052151046524693635 1"
33,6,0,"3 0.04176409707402018 1"
34,6,0,"2 0.03609580166674315 1"
35,6,0,"9 0.24434929155994362 0.75 13 0.11931821179201724 0.25"
36,6,0,"3 0.04774520640927022 1"
37,6,0,"3 0.04944927151919205 1"
38,6,0,"3 0.04398112862507763 1"
39,6,0,"3 0.049918806154359466 1"
40,6,0,"6 0.07886452506503536 1"
41,6,0,"2 0.030275578621867538 1"
42,6,0,"2 0.03228608217125484 1"
43,6,0,"2 0.042230578110709904 1"
44,6,0,"3 0.04754002492326896 1"
45,6,0,"3 0.04340746328425409 1"
46,6,0,"3 0.053874456362657024 1"
47,6,0,"16 0.3254326364742097 0.75 16 0.13208450286853982 0.25"
48,6,0,"4 0.06576483030554742 1"
49,6,0,"2 0.036561172715709904 1"
50,6,0,"4 0.06020199864408176 1"
51,6,0,"3 0.056628414492799276 1"
52,6,0,"5 0.06387648427301473 1"
53,6,0,"3 0.05401089930152374 1"
54,6,0,"2 0.03454711463317712 1"
0,7,0,"2 0.044318500205651645 1"
1,7,0,"3 0.05082312736606748 1"
2,7,0,"2 0.03732530247335742 1"
3,7,0,"2 0.04670201934429258 1"
4,7,17.403794261520225,"1 0.02233386606420107 1"
5,7,0,"2 0.04421554175941936 1"
6,7,0,"3 0.048041797547173165 1"
7,7,0,"3 0.05281101392681904 1"
8,7,0,"3 0.050424857026662544 1"
9,7,0,"2 0.036235108497427344 1"
10,7,0,"4 0.05423932207153788 1"
11,7,0,"2 0.0449065324618551 1"
12,7,0,"2 0.037951229661245416 1"
13,7,0,"2 0.04142257930096243 1"
14,7,0,"2 0.03609200494564027 1"
15,7,0,"2 0.03601424249645356 1"
16,7,0,"6 0.19928057069427937 0.75 11 0.10671443312074488 0.25"
17,7,0,"2 0.03939109232592703 1"
18,7,0,"2 0.029826016229865936 1"
19,7,0,"2 0.03239674863245912 1"
20,7,0,"8 0.21430547375061348 0.75 12 0.10028940108676845 0.25"
21,7,0,"2 0.04068086083779547 1"
22,7,0,"12 0.3047414896207453 0.75 15 0.1428945619317514 0.25"
23,7,0,"3 0.05478230137139853 1"
24,7,0,"4 0.06860567527710125 1"
25,7,0,"3 0.04607455029658683 1"
26,7,0,"4 0.06236454677868043 1"
27,7,0,"3 0.05627386795255873 1"
28,7,0,"2 0.032064908670534645 1"
29,7,0,"18 0.37548532387526534 0.7499999999999999 17 0.1526887139433548 0.2500000000000001"
30,7,0,"6 0.18739660184080031 0.75 12 0.10998921203406334 0.25"
31,7,35.013107685945364,"1 0.02847272642067955 1"
32,7,0,"4 0.058191449909629975 1"
33,7,0,"4 0.06359913201980097 1"
34,7,0,"2 0.03940882490910383 1"
35,7,0,"2 0.04418672652957805 1"
36,7,0,"6 0.192721003193022 0.75 11 0.10276112731083357 0.25"
37,7,0,"2 0.03665752166461269 1"
38,7,0,"3 0.05479962647096414 1"
39,7,0,"3 0.05196215210762997 1"
40,7,0,"2 0.03678673415154792 1"
41,7,0,"3 0.048156086551768965 1"
42,7,0,"3 0.04871417997047786 1"
43,7,0,"4 0.058508177796380026 1"
44,7,0,"2 0.04488480548207977 1"
45,7,0,"2 0.03686382331932776 1"
46,7,0,"3 0.052157818614693804 1"
47,7,0,"2 0.047104011970095436 1"
48,7,0,"2 0.029751771694671754 1"
49,7,0,"2 0.04232379085938934 1"
50,7,0,"2 0.041010130521995244 1"
51,7,0,"2 0.042490431064709934 1"
52,7,0,"3 0.05105637035078122 1"
53,7,0,"4 0.06568125464184497 1"
54,7,0,"3 0.045730174857234074 1"
0,8,0,"3 0.049323777886272326 1"
1,8,0,"4 0.06270346399178929 1"
2,8,0,"3 0.05120447925250774 1"
3,8,0,"6 0.20167237376325947 0.75 11 0.10681557255477095 0.25"
4,8,0,"2 0.03444331671608926 1"
5,8,0,"2 0.035843472153229534 1"
6,8,0,"2 0.03351585834820695 1"
7,8,0,"2 0.03866673591523783 1"
8,8,0,"4 0.0670453484413398 1"
9,8,0,"4 0.06676329133229264 1"
10,8,0,"2 0.03584176322058797 1"
11,8,0,"2 0.037874760420883856 1"
12,8,0,"3 0.05544873018679695 1"
13,8,0,"2 0.03514063365244488 1"
14,8,0,"2 0.031168156525223548 1"
15,8,0,"2 0.041767363104812584 1"
16,8,0,"4 0.051949664850880664 1"
17,8,0,"2 0.037898560220241406 1"
18,8,0,"4 0.06426279906321232 1"
19,8,19.92505147155969,"1 0.02521170461349785 1"
20,8,0,"5 0.07386521867521863 1"
21,8,0,"2 0.03774724077154174 1"
22,8,0,"2 0.032209797300807884 1"
23,8,0,"9 0.23268430876180796 0.75 13 0.11316185167417685 0.25"
24,8,0,"3 0.05115458939569144 1"
25,8,0,"3 0.05110499972562578 1"
26,8,0,"3 0.05388841450087031 1"
27,8,0,"4 0.06116064176144532 1"
28,8,0,"2 0.03557262794486344 1"
29,8,0,"2 0.04015376513774779 1"
