technicianId,serviceId,distribution_offset,distribution
0,0,0,"2 0.0358434300197603 1"
1,0,0,"2 0.0390369593457661 1"
2,0,0,"7 0.19996066046414873 0.75 12 0.10534210225688441 0.25"
3,0,0,"3 0.051659407469291686 1"
4,0,0,"2 0.033294209663522686 1"
5,0,22.59064243313233,"1 0.023898749634381777 1"
6,0,0,"18 0.3467291295522364 0.75 17 0.13783357703901775 0.25"
7,0,0,"4 0.05720816731530232 1"
8,0,0,"4 0.06024340861918111 1"
9,0,0,"3 0.04970387314544742 1"
0,1,0,"3 0.04488856908437917 1"
1,1,0,"16 0.33544789707603573 0.75 16 0.13783658390225684 0.25"
2,1,0,"3 0.049347890441846363 1"
3,1,0,"3 0.04283777282087825 1"
4,1,0,"4 0.06547072187242894 1"
5,1,0,"2 0.03866506479098692 1"
6,1,0,"6 0.07950978288837417 1"
7,1,0,"3 0.048949241422868814 1"
8,1,0,"3 0.049698556119134284 1"
9,1,0,"2 0.038463195096517085 1"
0,2,0,"2 0.035328303533537754 1"
1,2,0,"8 0.22151151500531213 0.75 13 0.11579595447613618 0.25"
2,2,0,"2 0.03516945707995288 1"
3,2,0,"2 0.03182499511377679 1"
4,2,0,"4 0.05703355286655883 1"
5,2,0,"2 0.03280842281613709 1"
6,2,0,"3 0.046341552045361833 1"
7,2,0,"2 0.035376703378455256 1"
8,2,0,"3 0.0531546385532412 1"
9,2,0,"3 0.05534486994075914 1"
0,3,0,"2 0.038147981639167175 1"
1,3,0,"2 0.040487082505256254 1"
2,3,0,"2 0.03499430680501649 1"
3,3,0,"2 0.03144046092633586 1"
4,3,0,"3 0.05128539387440989 1"
5,3,0,"3 0.04955047749071792 1"
6,3,0,"3 0.04777279669398462 1"
7,3,0,"2 0.038680309773029366 1"
8,3,0,"4 0.06284674485450496 1"
9,3,0,"2 0.035096493411681626 1"
0,4,0,"3 0.05171278213419183 1"
1,4,0,"2 0.040640137086834616 1"
2,4,0,"3 0.060998212423959884 1"
3,4,0,"2 0.05107233743412556 1"
4,4,2.4352309236846565,"1 0.027435980954325995 1"
5,4,0,"4 0.05709052670134432 1"
6,4,0,"4 0.05163276078682195 1"
7,4,0,"2 0.038192815163740006 1"
8,4,12.999912972757357,"1 0.02837238038302488 1"
9,4,0,"3 0.047023336705482185 1"
0,5,0,"2 0.034545638085195424 1"
1,5,0,"3 0.041839907530904615 1"
2,5,0,"2 0.03918446063648407 1"
3,5,0,"2 0.034899822068233416 1"
4,5,0,"4 0.05580662579526621 1"
5,5,0,"3 0.05129831093196876 1"
6,5,0,"3 0.04778472892761224 1"
7,5,0,"5 0.06852944719520158 1"
8,5,19.757804996100305,"1 0.02635530046048135 1"
9,5,0,"2 0.0361362406596601 1"
0,6,0,"2 0.03425557141925256 1"
1,6,0,"24 0.4388325204917322 0.7499999999999999 20 0.16914354376854734 0.2500000000000001"
2,6,0,"2 0.03471939716515483 1"
3,6,0,"3 0.04418498941394776 1"
4,6,0,"3 0.04483078108516454 1"
5,6,0,"4 0.0655210987380684 1"
6,6,0,"2 0.0333777910454296 1"
7,6,0,"3 0.0455198248303849 1"
8,6,0,"3 0.0427684782794822 1"
9,6,0,"10 0.2497576416875557 0.7500000000000001 14 0.12335554998805102 0.2499999999999999"
0,7,0,"2 0.03625018223233525 1"
1,7,0,"3 0.04536398304120902 1"
2,7,0,"2 0.040421304068116205 1"
3,7,0,"6 0.08256361633842225 1"
