locationId,long,lat
170,-122.1092131,47.67584408
127,-122.1966983,47.60074158
140,-122.2054307,47.58981571
47,-122.1876931,47.67463178
141,-122.1363622,47.59111525
190,-122.2054826,47.68016703
34,-122.1704725,47.6763975
20,-122.2110945,47.68208438
96,-122.1876515,47.65795482
122,-122.124623,47.69159311
225,-122.1850148,47.69125074
118,-122.1150781,47.67984829
24,-122.1887249,47.68555184
211,-122.1375801,47.66163765
95,-122.1933165,47.60989225
112,-122.2320338,47.59110591
18,-122.2056075,47.61888428
31,-122.1519711,47.61914019
224,-122.1452676,47.61440787
46,-122.1739686,47.67755738
125,-122.195234,47.62593713
