technicianId,serviceId,distribution_offset,distribution
0,0,0,"3 0.04613100478914906 1"
1,0,0,"2 0.045757333214642454 1"
2,0,0,"3 0.04681522796362198 1"
3,0,0,"2 0.03867534372656639 1"
4,0,0,"3 0.053921844254456584 1"
5,0,0,"7 0.18762173952185807 0.75 12 0.09623563379143436 0.25"
6,0,0,"3 0.056502404143573964 1"
7,0,0,"3 0.051213453963852636 1"
8,0,0,"2 0.036337772580432345 1"
9,0,0,"11 0.24843012461805494 0.75 14 0.11102694071305388 0.25"
10,0,0,"2 0.031113031688442292 1"
11,0,0,"3 0.04727009743388262 1"
12,0,0,"3 0.050717229181600244 1"
13,0,0,"3 0.05270923397694088 1"
14,0,0,"3 0.043583555591987566 1"
0,1,0,"8 0.20208469889113995 0.7499999999999999 12 0.09544771906448725 0.2500000000000001"
1,1,0,"3 0.04857043247007745 1"
2,1,0,"14 0.3400477585938317 0.7499999999999999 15 0.1442798692251359 0.2500000000000001"
3,1,0,"2 0.044092732940918665 1"
4,1,18.918511408100805,"1 0.023372681271436328 1"
5,1,0,"2 0.0436900317966223 1"
6,1,0,"2 0.0397823117312364 1"
7,1,0,"4 0.06568452519923833 1"
8,1,0,"13 0.26668985879234886 0.75 15 0.11583960701748913 0.25"
9,1,0,"14 0.3393253824213609 0.75 16 0.15539051264983839 0.25"
10,1,0,"3 0.04407174417819516 1"
11,1,0,"2 0.040230773320766924 1"
12,1,0,"2 0.03941725497524359 1"
13,1,0,"3 0.04325206149775208 1"
14,1,0,"4 0.0568738226942661 1"
0,2,0,"4 0.05610816414682655 1"
1,2,0,"2 0.03983020020826685 1"
2,2,0,"4 0.05782817072485742 1"
3,2,0,"4 0.06312377882567545 1"
4,2,0,"4 0.054317908622746686 1"
5,2,0,"2 0.035451985751340245 1"
6,2,0,"5 0.06537432420307572 1"
7,2,0,"3 0.054534603065270165 1"
8,2,0,"4 0.06683362439169915 1"
9,2,0,"2 0.03830982975341981 1"
10,2,0,"3 0.05125968571692107 1"
11,2,14.071654722795493,"1 0.02436073253201173 1"
12,2,0,"3 0.04880769290675716 1"
13,2,0,"2 0.04267178984381332 1"
14,2,0,"3 0.04157496083085084 1"
0,3,0,"2 0.03405572401543606 1"
1,3,0,"5 0.0725343829211636 1"
2,3,0,"5 0.07520170990864238 1"
3,3,0,"2 0.031166416971432596 1"
4,3,0,"4 0.061904602279300384 1"
5,3,0,"3 0.053515951647072985 1"
6,3,0,"3 0.04172247212982273 1"
7,3,0,"3 0.04725533851772306 1"
8,3,65.20684148270104,"0 0 0"
9,3,0,"2 0.0314495381985344 1"
10,3,0,"3 0.042694245556669744 1"
11,3,0,"3 0.05527148965151576 1"
12,3,0,"3 0.05153345459185117 1"
13,3,0,"4 0.05730999118949802 1"
14,3,0,"2 0.029805154439681784 1"
0,4,0,"4 0.06300548474857427 1"
1,4,0,"4 0.06534747726919357 1"
2,4,0,"2 0.05004452025802427 1"
3,4,51.88118438542177,"0 0 0"
4,4,0,"17 0.3561799146553318 0.75 17 0.1493708140250865 0.25"
5,4,0,"3 0.04895643528862267 1"
6,4,0,"3 0.046773170544386504 1"
7,4,0,"15 0.33245162029124115 0.75 16 0.14158583698146485 0.25"
8,4,0,"2 0.04043175043314361 1"
9,4,0,"3 0.04859837741213173 1"
10,4,0,"2 0.03918653871466951 1"
11,4,56.50530186302194,"0 0 0"
12,4,0,"4 0.06212667801952405 1"
13,4,0,"3 0.04936756806760613 1"
14,4,0,"2 0.035206009762781175 1"
0,5,22.82692850753105,"1 0.027699899054095967 1"
1,5,0,"2 0.03338154599774538 1"
2,5,0,"5 0.06371348494848812 1"
3,5,0,"4 0.057711095116814284 1"
4,5,0,"3 0.04916862450822214 1"
5,5,0,"2 0.03281743463343781 1"
6,5,0,"2 0.037248663135701285 1"
7,5,0,"2 0.03230257776491321 1"
8,5,0,"2 0.03205448866912751 1"
9,5,0,"7 0.19393211634922916 0.7499999999999999 12 0.0969493018414376 0.2500000000000001"
10,5,0,"6 0.07882278647400369 1"
11,5,0,"2 0.035564684848614025 1"
12,5,0,"3 0.043882125975958114 1"
13,5,0,"3 0.04342125422232083 1"
14,5,0,"4 0.0614084866553812 1"
0,6,0,"2 0.039761901326341345 1"
1,6,0,"2 0.038512123532841655 1"
2,6,0,"2 0.03278079134918508 1"
3,6,0,"2 0.0363076969912049 1"
