technicianId,serviceId,distribution_offset,distribution
0,0,0,"2 0.029942672609492876 1"
1,0,0,"2 0.028790629255982154 1"
2,0,0,"2 0.08911430939447473 0.75 9 0.06920637620284362 0.25"
3,0,0,"2 0.02975597016059494 1"
4,0,0,"2 0.035760031541134836 1"
5,0,8.31608617471585,"1 0.02060187396018295 1"
6,0,0,"3 0.035139724554866504 1"
7,0,0,"2 0.032987790797066215 1"
8,0,0,"2 0.030928859795989812 1"
9,0,0,"4 0.041887401064464015 1"
10,0,0,"2 0.028190175718123826 1"
11,0,0,"2 0.031827956549151895 1"
12,0,0,"10 0.21271619026249475 0.75 13 0.09274802578675208 0.25"
13,0,0,"2 0.030460348553842893 1"
14,0,0,"2 0.028148273542947688 1"
0,1,0,"2 0.03961054390820591 1"
1,1,0,"2 0.032315906503877445 1"
2,1,0,"2 0.03349603348985108 1"
3,1,0,"2 0.03695145751794724 1"
4,1,0,"2 0.03227393251931632 1"
5,1,0,"2 0.03176066792756675 1"
6,1,0,"2 0.02991225706046645 1"
7,1,0,"2 0.03265716881574226 1"
8,1,0,"2 0.03463303215283412 1"
9,1,0,"2 0.027765743665219403 1"
10,1,0,"2 0.03448286879582331 1"
11,1,0,"2 0.03592757797978937 1"
12,1,0,"2 0.035833277461307766 1"
13,1,0,"6 0.14489364942254263 0.7500000000000001 11 0.07287627320599598 0.2499999999999999"
14,1,0,"2 0.032006769868143395 1"
0,2,0,"2 0.03642600873979449 1"
1,2,0,"2 0.03716503529942636 1"
2,2,0,"2 0.03138828063040529 1"
3,2,0,"2 0.04032968839001479 1"
4,2,0,"2 0.03187707434125316 1"
5,2,0,"3 0.03908514358601432 1"
6,2,0,"2 0.03167932042877773 1"
7,2,0,"2 0.0496145560873837 1"
8,2,0,"2 0.035837567975291286 1"
9,2,0,"2 0.039026544306572396 1"
10,2,0,"2 0.035509727200811116 1"
11,2,0,"2 0.039745661472563025 1"
12,2,0,"2 0.03307949751359126 1"
13,2,0,"9 0.2082589595006958 0.75 13 0.09479805699125345 0.25"
14,2,0,"4 0.11376555621186417 0.75 10 0.06674742981652 0.25"
0,3,0,"2 0.032178229202997774 1"
1,3,0,"2 0.0373270224522769 1"
2,3,4.878314535420635,"1 0.02083759247058433 1"
3,3,0,"2 0.02755748865415276 1"
4,3,0,"2 0.04142661723864171 1"
5,3,0,"2 0.03822622509276654 1"
6,3,-15.646849029488628,"1 0.018059376130600567 1"
7,3,-4.377783620901866,"1 0.01798050947919351 1"
8,3,0,"2 0.0385517996939357 1"
9,3,0,"2 0.03383661456968938 1"
10,3,0,"2 0.038031725552636265 1"
11,3,0,"2 0.03424722364702786 1"
12,3,0,"2 0.03514402123125798 1"
13,3,0,"2 0.03976431929077464 1"
14,3,0,"2 0.0383128201045694 1"
0,4,0,"2 0.08067387006579795 0.7500000000000001 9 0.06419254633721612 0.2499999999999999"
1,4,0,"2 0.033260374968113904 1"
2,4,0,"2 0.02998221005813178 1"
3,4,0,"2 0.028265744001192722 1"
4,4,12.093371361505632,"1 0.019345593479020845 1"
5,4,0,"2 0.02892249565626029 1"
6,4,0,"2 0.03232940595101103 1"
7,4,0,"4 0.12057335046259374 0.75 10 0.06533416410235297 0.25"
8,4,0,"2 0.03513214374289524 1"
9,4,0,"2 0.04150085372166326 1"
10,4,0,"2 0.03459688788535526 1"
11,4,0,"2 0.038679020122951505 1"
12,4,0,"2 0.03547169066350977 1"
13,4,0,"2 0.03874458773736027 1"
14,4,0,"2 0.03070871802175131 1"
0,5,0,"2 0.03126106352154613 1"
1,5,0,"2 0.02411138846699165 1"
2,5,0,"2 0.03319626393257966 1"
3,5,0,"2 0.03236192269823255 1"
4,5,0,"2 0.026456836659031233 1"
5,5,0,"2 0.033067413782360736 1"
6,5,12.901455518951465,"1 0.018077977593093708 1"
7,5,0,"2 0.045004985386241814 1"
8,5,0,"2 0.046789859890180106 1"
9,5,0,"2 0.03687096914481916 1"
10,5,0,"2 0.03588783696075942 1"
11,5,0,"2 0.027917311349389528 1"
12,5,0,"2 0.034471609990661956 1"
13,5,0,"2 0.04018265112987659 1"
14,5,0,"2 0.03520585654087727 1"
0,6,0,"2 0.028549250952321196 1"
1,6,0,"2 0.03733194544999779 1"
2,6,64.27223324967323,"0 0 0"
3,6,0,"2 0.03145201545620669 1"
4,6,0,"2 0.028710170645842175 1"
5,6,0,"2 0.031812472646567495 1"
6,6,0,"2 0.03311615925362473 1"
7,6,0,"2 0.034278641630613574 1"
8,6,0,"2 0.030597205224860265 1"
9,6,0,"2 0.033903012021004035 1"
10,6,0,"2 0.03304082386590456 1"
11,6,0,"3 0.03851678368548075 1"
12,6,0,"3 0.038241980245917066 1"
13,6,0,"2 0.03173876731390093 1"
14,6,0,"2 0.03161019182653228 1"
0,7,0,"6 0.15139169442277997 0.75 11 0.07316966272875133 0.25"
1,7,0,"2 0.027310599703484918 1"
2,7,0,"2 0.0323599754085401 1"
3,7,0,"2 0.03604871214377346 1"
4,7,0,"2 0.04062288188249613 1"
5,7,0,"2 0.036960473851206155 1"
6,7,5.01383233032891,"1 0.019704318259015474 1"
7,7,0,"2 0.028549925230382255 1"
8,7,0,"2 0.03273079519954468 1"
9,7,0,"2 0.034228615020102375 1"
10,7,0,"2 0.03367392598659611 1"
11,7,0,"2 0.025224945686655207 1"
12,7,0,"2 0.02867744639585644 1"
13,7,0,"2 0.0422689725741641 1"
14,7,0,"16 0.2787750023905798 0.7499999999999999 16 0.10746665927820764 0.2500000000000001"
0,8,0,"2 0.030565933627572227 1"
1,8,0,"2 0.03647069895922548 1"
2,8,-3.2097817731487837,"1 0.01673186016820455 1"
3,8,0,"2 0.032267642759846935 1"
4,8,0,"2 0.03577160949262084 1"
5,8,0,"11 0.2169246061424135 0.7499999999999999 13 0.08595680891402564 0.2500000000000001"
6,8,0,"2 0.027702681421005966 1"
7,8,0,"2 0.029684332126891002 1"
8,8,0,"4 0.13174473064656908 0.75 10 0.08167430169064843 0.25"
9,8,0,"2 0.03320108526686775 1"
10,8,18.67554326802857,"1 0.017010469807569234 1"
11,8,0,"10 0.21069090308107813 0.75 13 0.09240708001118379 0.25"
12,8,0,"2 0.02974997553700456 1"
13,8,0,"2 0.030510910489891904 1"
14,8,0,"2 0.03299928941341932 1"
0,9,0,"2 0.028425091640808028 1"
1,9,0,"2 0.032080880690599244 1"
2,9,0,"2 0.03777913879395722 1"
3,9,0,"2 0.030814834997231203 1"
4,9,0,"2 0.03465205618790939 1"
5,9,0,"2 0.0342208837292036 1"
6,9,0,"2 0.026007538372748974 1"
7,9,0,"2 0.030974098020559126 1"
8,9,0,"2 0.03046528814433838 1"
9,9,0,"2 0.03803996875171354 1"
10,9,0,"3 0.11600481274501782 0.7500000000000001 9 0.07080160213700278 0.2499999999999999"
11,9,3.987148010895176,"1 0.02116724510953435 1"
12,9,0,"2 0.03790487068148448 1"
13,9,0,"5 0.1404160887595413 0.75 11 0.07789167372729144 0.25"
14,9,0,"2 0.036471485536895235 1"
0,10,0,"2 0.032038787023060386 1"
1,10,0,"3 0.10654756629000413 0.75 10 0.07918234640813826 0.25"
2,10,0,"2 0.027058636320536518 1"
3,10,7.299727138891015,"1 0.017049703404499773 1"
4,10,0,"2 0.032789978785963576 1"
5,10,0,"2 0.03627285524587264 1"
6,10,0,"3 0.04103211377444764 1"
7,10,0,"2 0.03207838332532622 1"
8,10,0,"2 0.0368820314191123 1"
9,10,0,"2 0.036979670945704333 1"
10,10,0,"2 0.03271821070873666 1"
11,10,0,"2 0.03063025785709169 1"
12,10,0,"2 0.02938437404329975 1"
13,10,0,"2 0.03378859276004067 1"
14,10,0,"2 0.026852538559800583 1"
0,11,0,"2 0.04023173555524336 1"
1,11,0,"2 0.03100379159860965 1"
2,11,0,"2 0.03108989109504789 1"
3,11,-7.610599718272034,"1 0.01839964413000818 1"
4,11,0,"2 0.03185268711764392 1"
5,11,0,"2 0.029883005693020197 1"
6,11,0,"2 0.031521491636032246 1"
7,11,0,"2 0.0268216348667655 1"
8,11,0,"2 0.032192558797317486 1"
9,11,0,"3 0.12113894325499928 0.75 9 0.07125813770311198 0.25"
10,11,0,"2 0.03605278107060733 1"
11,11,21.494011590323694,"1 0.021234797977941266 1"
12,11,0,"2 0.03740851930423817 1"
13,11,0,"4 0.1302980165911068 0.75 10 0.0735638593784108 0.25"
14,11,0,"2 0.03581502606708838 1"
0,12,0,"2 0.037726347894683585 1"
1,12,0,"2 0.03380206986582471 1"
2,12,0,"4 0.11720512502889556 0.7499999999999999 10 0.06685129145717626 0.2500000000000001"
3,12,0,"2 0.031742272576705775 1"
4,12,0,"2 0.09290021728809042 0.75 8 0.05902850613502532 0.25"
5,12,0,"2 0.041855597000760976 1"
6,12,0,"2 0.032757090712941465 1"
7,12,0,"2 0.0343927566316824 1"
8,12,0,"3 0.09430706849278327 0.75 10 0.06826326776970441 0.25"
9,12,0,"2 0.029459072478196804 1"
10,12,0,"2 0.03184980193771007 1"
11,12,0,"2 0.03676911114867977 1"
12,12,0,"2 0.03092517715515759 1"
13,12,0,"2 0.030464405931201005 1"
14,12,0,"2 0.03670205568506289 1"
0,13,0,"2 0.09939158451741217 0.75 8 0.05977012028793591 0.25"
1,13,0,"2 0.04673297019670359 1"
2,13,0,"2 0.043951915914889735 1"
3,13,-11.307708020232177,"1 0.01735096410650861 1"
4,13,0,"2 0.036049827511206 1"
5,13,0,"2 0.030371946111660632 1"
6,13,0,"2 0.08497143354653977 0.7499999999999999 9 0.0683158190361113 0.2500000000000001"
7,13,0,"2 0.03503268700218471 1"
8,13,0,"2 0.03292636844139121 1"
9,13,0,"2 0.039871071889887554 1"
10,13,0,"2 0.03487892123563981 1"
11,13,0,"2 0.04555759179798564 1"
12,13,0,"2 0.034788602270345574 1"
13,13,0,"2 0.02897208906564368 1"
14,13,0,"5 0.12657603703803572 0.7500000000000001 11 0.06943039262240262 0.2499999999999999"
0,14,0,"2 0.02948087667621808 1"
1,14,0,"2 0.02938113245299988 1"
2,14,0,"2 0.04059898750177787 1"
3,14,0,"2 0.033677272142750354 1"
4,14,0,"2 0.03954046825241748 1"
5,14,0,"2 0.029383719968857382 1"
6,14,0,"3 0.09588127406506457 0.75 10 0.06763951085183771 0.25"
7,14,0,"2 0.03055009643477976 1"
8,14,0,"2 0.032752932254257176 1"
9,14,0,"2 0.03351196677083819 1"
10,14,0,"2 0.03135041508565242 1"
11,14,0,"2 0.030442862754435935 1"
12,14,0,"2 0.03410000602574074 1"
13,14,0,"2 0.0324259321918639 1"
14,14,0,"2 0.03415349760010206 1"
0,15,0,"2 0.0346039724938861 1"
1,15,0,"2 0.0331603443872821 1"
2,15,0,"2 0.029736230559409983 1"
3,15,0,"2 0.03404503967268683 1"
4,15,10.172183739160495,"1 0.019199479647315207 1"
5,15,0,"2 0.03158132643579372 1"
6,15,0,"2 0.03814558663622203 1"
7,15,0,"7 0.17994216974163496 0.7500000000000001 12 0.08994767794470289 0.2499999999999999"
8,15,0,"2 0.03618884888140276 1"
9,15,0,"2 0.036291993445347275 1"
10,15,0,"2 0.03850143597620026 1"
11,15,0,"2 0.03435856060719882 1"
12,15,0,"2 0.03112207672652149 1"
13,15,0,"2 0.03257123505030319 1"
14,15,0,"2 0.03282900102521433 1"
0,16,0,"2 0.03673113887599829 1"
1,16,0,"2 0.03350486677549118 1"
2,16,0,"2 0.034579890548206156 1"
3,16,0,"2 0.03382202993672251 1"
4,16,0,"3 0.11123315043108951 0.7500000000000001 10 0.08271204298224075 0.2499999999999999"
5,16,0,"2 0.04281056642828037 1"
6,16,0,"6 0.15473828303634818 0.7499999999999999 11 0.07910866753956845 0.2500000000000001"
7,16,0,"2 0.03635272406284102 1"
8,16,0,"2 0.032772240543157305 1"
9,16,0,"2 0.04046438025138335 1"
10,16,0,"2 0.04105099883139131 1"
11,16,0,"2 0.03916006681925687 1"
12,16,0,"2 0.038564638797830154 1"
13,16,0,"2 0.03765249479005922 1"
14,16,0,"2 0.03842317297829468 1"
0,17,0,"2 0.032326652016151564 1"
1,17,0,"2 0.031316172659116605 1"
2,17,0,"2 0.027827430957684515 1"
3,17,0,"2 0.03601038851538179 1"
4,17,0,"2 0.030323441486605165 1"
5,17,0,"2 0.029868492501228323 1"
6,17,0,"4 0.12828170004903647 0.7500000000000001 10 0.07829372276933519 0.2499999999999999"
7,17,0,"2 0.035790728276005934 1"
8,17,0,"2 0.02767917851003147 1"
9,17,0,"2 0.029479561446602225 1"
10,17,0,"2 0.02990286571152875 1"
11,17,0,"2 0.02775587112020044 1"
12,17,0,"2 0.03263713447482739 1"
13,17,0,"2 0.034387266469491404 1"
14,17,0,"2 0.03610052367387807 1"
0,18,0,"2 0.026892794956974966 1"
1,18,0,"2 0.0385730453605197 1"
2,18,0,"2 0.028980405279439254 1"
3,18,0,"2 0.04065986589128856 1"
4,18,0,"2 0.03419600514785258 1"
5,18,0,"2 0.031224152987546917 1"
6,18,0,"2 0.03558496992384 1"
7,18,0,"2 0.028877473860297948 1"
8,18,0,"2 0.039862741836984704 1"
9,18,0,"2 0.02885241169322092 1"
10,18,0,"2 0.03384838121945829 1"
11,18,0,"2 0.0305875244892988 1"
12,18,0,"2 0.03657196165925321 1"
13,18,0,"2 0.03903982233682906 1"
14,18,0,"2 0.08207783465351509 0.75 9 0.0645623442190699 0.25"
0,19,0,"2 0.02898783578543908 1"
1,19,0,"2 0.03298825128463602 1"
2,19,0,"2 0.04291153826108511 1"
3,19,0,"2 0.03476944032259005 1"
4,19,8.577081929213946,"1 0.020345448500363125 1"
5,19,0,"2 0.03571510653268188 1"
6,19,0,"2 0.038235303712777856 1"
7,19,0,"2 0.03261719035524014 1"
8,19,0,"2 0.039238018846387064 1"
9,19,0,"2 0.030597427976207663 1"
10,19,0,"2 0.034172539003190984 1"
