technicianId,serviceId,distribution_offset,distribution
0,0,-3.6897212258483663,"1 0.017249011935219653 1"
1,0,0,"2 0.03810660227985179 1"
2,0,0,"2 0.034442494924458625 1"
3,0,0,"2 0.029937158425833218 1"
4,0,0,"2 0.038844616262156774 1"
5,0,0,"2 0.03632960377833686 1"
6,0,0,"2 0.03532803716892669 1"
7,0,0,"4 0.11963938804917262 0.75 10 0.07126927024921766 0.25"
8,0,11.74268816423207,"1 0.021648936381420042 1"
9,0,0,"4 0.12833384972519332 0.75 10 0.07896704535308652 0.25"
10,0,0,"2 0.03262360496937633 1"
11,0,0,"2 0.037441429271909 1"
12,0,0,"2 0.025456439669674712 1"
13,0,0,"2 0.03528645799488181 1"
14,0,0,"2 0.04810360351602266 1"
15,0,0,"2 0.03068142181055405 1"
16,0,0,"15 0.272762182851087 0.7500000000000001 15 0.10337575167237029 0.2499999999999999"
17,0,0,"2 0.03694576676748048 1"
18,0,0,"2 0.07810080634307431 0.7499999999999999 9 0.06698045309717944 0.2500000000000001"
19,0,0,"2 0.03758362251147513 1"
20,0,0,"2 0.03569673847173257 1"
21,0,0,"2 0.04605616156592148 1"
22,0,0,"2 0.03067607787242152 1"
23,0,0,"2 0.04706624837210168 1"
24,0,0,"2 0.03189958342506461 1"
25,0,0,"2 0.04243686954852001 1"
26,0,0,"2 0.03690797960025044 1"
27,0,0,"2 0.034930511752630206 1"
28,0,0,"2 0.040208701091997166 1"
29,0,0,"2 0.029013469259685044 1"
30,0,0,"2 0.02867547335116511 1"
31,0,0,"2 0.028605469343579194 1"
32,0,0,"2 0.03345854309265658 1"
33,0,0,"2 0.035807148603155675 1"
34,0,0,"2 0.035231877115110465 1"
35,0,0,"2 0.037592099054753775 1"
36,0,2.521468951215212,"1 0.021208683698272144 1"
37,0,0,"2 0.03155126959155671 1"
38,0,7.724086459444344,"1 0.017437694052378782 1"
39,0,0,"2 0.03244209622316567 1"
40,0,0,"2 0.027120396126937504 1"
41,0,0,"2 0.02952813461420827 1"
42,0,0,"2 0.029937432825056308 1"
43,0,0,"2 0.02856436012969112 1"
44,0,0,"2 0.03137448726238352 1"
45,0,0,"2 0.03916912900055052 1"
46,0,0,"2 0.03668014309487021 1"
47,0,0,"2 0.0326059220235661 1"
48,0,0,"2 0.03283788059181005 1"
49,0,0,"2 0.03224700136125837 1"
50,0,0,"2 0.030101782024010596 1"
51,0,0,"2 0.030250664766511948 1"
52,0,0,"2 0.029426825664470673 1"
53,0,0,"2 0.036859540099469644 1"
54,0,0,"2 0.0400253994459569 1"
55,0,0,"2 0.04165592064419276 1"
56,0,8.077195675616686,"1 0.020164954473323757 1"
57,0,0,"6 0.1619979070127337 0.7500000000000001 11 0.08295542061908913 0.2499999999999999"
58,0,0,"5 0.1457349887459818 0.7500000000000001 10 0.07123118684810273 0.2499999999999999"
59,0,0,"2 0.02901689147477023 1"
60,0,0,"2 0.029411333849446587 1"
61,0,0,"2 0.03398226196942302 1"
62,0,0,"2 0.03458560530679843 1"
63,0,0,"2 0.0314948702370193 1"
64,0,0,"2 0.03514759878558445 1"
65,0,0,"3 0.09693714325440335 0.75 10 0.06646317610086341 0.25"
66,0,0,"2 0.029963470856014453 1"
67,0,0,"2 0.0902497097757889 0.75 9 0.07982785200747443 0.25"
68,0,0,"2 0.03690913635923334 1"
69,0,0,"2 0.036280037094052836 1"
0,1,0,"2 0.03598457898663139 1"
1,1,0,"8 0.19381306013434596 0.75 12 0.09049543403147695 0.25"
2,1,0,"2 0.037095540520446724 1"
3,1,0,"2 0.038125069960366076 1"
4,1,0,"2 0.030205149654523835 1"
5,1,0,"7 0.15374039653937477 0.75 12 0.07431156552533132 0.25"
6,1,0,"2 0.03607996802147613 1"
7,1,0,"2 0.030176870170135987 1"
8,1,0,"2 0.03191675318612132 1"
9,1,0,"2 0.03239990066182228 1"
10,1,0,"2 0.02605126938894953 1"
11,1,0,"2 0.03919093256835392 1"
12,1,0,"2 0.04660917281278309 1"
13,1,0,"2 0.03069361992403464 1"
14,1,0,"2 0.040736530711205636 1"
15,1,0,"2 0.03878406686753509 1"
16,1,0,"2 0.028795461772337383 1"
17,1,0,"2 0.027693774956458944 1"
18,1,13.092740808921022,"1 0.020187845867018824 1"
19,1,0,"2 0.034749646013814584 1"
20,1,0,"2 0.029079927754828195 1"
21,1,0,"2 0.03369061716633882 1"
22,1,0,"2 0.03271604750173074 1"
23,1,0,"2 0.030642079438265225 1"
24,1,0,"2 0.08320674810713367 0.75 9 0.07200876376558266 0.25"
25,1,0,"2 0.03302141270831954 1"
26,1,0,"2 0.03855805811816449 1"
27,1,0,"2 0.030279150930337312 1"
28,1,0,"2 0.03282767489586453 1"
29,1,0,"2 0.03642213278643651 1"
30,1,0,"2 0.03180772334198369 1"
31,1,0,"2 0.033988765950464205 1"
32,1,0,"2 0.04388904680935071 1"
33,1,0,"2 0.03025814435178261 1"
34,1,0,"2 0.03260462923303981 1"
35,1,0,"2 0.02933441389050852 1"
36,1,0,"2 0.0427415001181255 1"
37,1,0,"2 0.02857892016064216 1"
38,1,0,"2 0.025626006030844486 1"
39,1,0,"2 0.04151036207291895 1"
40,1,0,"2 0.03185522017341781 1"
41,1,0,"2 0.03324776522526075 1"
42,1,0,"2 0.02864140407780327 1"
43,1,0,"2 0.02956197266425879 1"
44,1,0,"2 0.02960729939342057 1"
45,1,0,"2 0.03050963437188857 1"
46,1,0,"2 0.031146836585321396 1"
47,1,0,"2 0.03137803157554201 1"
48,1,0,"2 0.03301007325698371 1"
49,1,0,"2 0.040344218520126464 1"
50,1,0,"2 0.04005294135696264 1"
