technicianId,serviceId,distribution_offset,distribution
0,0,0,"3 0.04829847201696695 1"
1,0,26.635431490843033,"1 0.024894976729254118 1"
2,0,0,"22 0.41484250801531386 0.75 19 0.16261569820526373 0.25"
3,0,0,"4 0.05792456637052664 1"
4,0,0,"2 0.037852816205477965 1"
5,0,0,"3 0.05305842106151777 1"
6,0,0,"3 0.04630009949054708 1"
7,0,0,"3 0.04216148210878011 1"
8,0,0,"5 0.07150571045775066 1"
9,0,0,"2 0.04450014386062053 1"
10,0,0,"2 0.034788374517463964 1"
11,0,0,"3 0.04869522806141557 1"
12,0,0,"4 0.061523019385712224 1"
13,0,0,"3 0.05079246279327785 1"
14,0,0,"5 0.16518717118209789 0.75 11 0.09424751599463921 0.25"
15,0,30.095687367744773,"1 0.02987240922200692 1"
16,0,0,"2 0.03192265598471286 1"
17,0,0,"3 0.043845198888843966 1"
18,0,0,"4 0.06700656809768013 1"
19,0,0,"2 0.031078328411057662 1"
20,0,0,"8 0.20102494835066342 0.7499999999999999 12 0.09558376866916417 0.2500000000000001"
21,0,0,"3 0.05315318916369576 1"
22,0,33.33457677963014,"1 0.031150447254391648 1"
23,0,0,"2 0.03468444955191606 1"
24,0,0,"3 0.048589664411918594 1"
25,0,0,"2 0.044184119521795066 1"
26,0,0,"3 0.1186158564143185 0.75 10 0.09260849659271009 0.25"
27,0,0,"3 0.04878397475627474 1"
28,0,0,"3 0.044531896525311004 1"
29,0,0,"3 0.04853134357132783 1"
30,0,0,"3 0.05024151576865431 1"
31,0,0,"4 0.06975416671602994 1"
32,0,0,"2 0.03669510594547574 1"
33,0,0,"5 0.059608404462447334 1"
34,0,20.12703086434518,"1 0.02236395601179486 1"
35,0,0,"12 0.283886429707911 0.75 14 0.12203881963403872 0.25"
36,0,0,"4 0.05595609330749318 1"
37,0,0,"3 0.04472767722633996 1"
38,0,0,"2 0.04393364666077294 1"
39,0,0,"3 0.05404500212814959 1"
40,0,15.499939815701374,"1 0.02737075691175455 1"
41,0,0,"3 0.04667916112955828 1"
42,0,0,"2 0.03275913982542671 1"
43,0,0,"3 0.04197449649237479 1"
44,0,0,"3 0.04032744045093531 1"
45,0,0,"5 0.06672346647338864 1"
46,0,0,"3 0.04628636242490996 1"
47,0,0,"2 0.03410773756033898 1"
48,0,0,"3 0.05081023750429576 1"
49,0,0,"2 0.04164177575325859 1"
50,0,0,"2 0.04163475016575596 1"
51,0,0,"10 0.24073982499531785 0.7499999999999999 13 0.10590385053804081 0.2500000000000001"
52,0,13.941954632892916,"1 0.02470251214782566 1"
53,0,0,"2 0.0423909855293038 1"
54,0,21.020989646388422,"1 0.026562921663003017 1"
55,0,0,"2 0.046031559378999796 1"
56,0,0,"2 0.0427476636820216 1"
57,0,0,"3 0.05003319464031814 1"
58,0,0,"5 0.07061899683442159 1"
59,0,0,"2 0.03363624316286178 1"
60,0,0,"4 0.06335474494837204 1"
61,0,0,"4 0.05022166827878633 1"
62,0,0,"3 0.052329834714881375 1"
63,0,0,"3 0.04635479331112183 1"
64,0,0,"2 0.03976167276167902 1"
65,0,0,"2 0.05107187942583168 1"
66,0,0,"2 0.035801433179006956 1"
67,0,25.373164595756613,"1 0.030113071132629888 1"
68,0,0,"3 0.05334735853327867 1"
69,0,0,"2 0.03283645709668644 1"
0,1,31.042170695591874,"1 0.03286060118453251 1"
1,1,0,"4 0.0615920321581805 1"
2,1,0,"3 0.049542002367282956 1"
3,1,0,"2 0.03758476608842073 1"
4,1,31.628383344941277,"1 0.02756358026662592 1"
5,1,0,"2 0.03793766444354028 1"
6,1,0,"2 0.039588604267170466 1"
7,1,0,"3 0.046403125182306174 1"
8,1,0,"8 0.25940765402897525 0.75 12 0.12718663926516113 0.25"
9,1,0,"2 0.0355441148745076 1"
10,1,0,"28 0.4852877691461743 0.75 21 0.17714090873102128 0.25"
11,1,0,"3 0.044441744439646526 1"
12,1,0,"4 0.05360905790072507 1"
13,1,0,"3 0.053776777025056975 1"
14,1,0,"3 0.058724250807734024 1"
15,1,0,"3 0.04560240077016655 1"
16,1,0,"5 0.07031989830799273 1"
17,1,0,"3 0.04762278554962245 1"
18,1,0,"6 0.08287096529865008 1"
19,1,0,"3 0.048508498536055135 1"
20,1,0,"4 0.06306873990307447 1"
