technicianId,serviceId,distribution_offset,distribution
0,0,0,"2 0.03269476332924669 1"
1,0,0,"2 0.042357105447001546 1"
2,0,0,"2 0.034671336859414106 1"
3,0,0,"2 0.03729963315112815 1"
4,0,0,"2 0.03992583260067667 1"
5,0,0,"2 0.17628164551134354 0.75 7 0.057658667279297464 0.25"
6,0,0,"2 0.03091932227569614 1"
7,0,0,"2 0.032744546494793914 1"
8,0,0,"2 0.03985070139708649 1"
9,0,0,"2 0.03566370810386773 1"
10,0,0,"2 0.029683084272286404 1"
11,0,0,"2 0.03603296714222111 1"
12,0,0,"2 0.03798597092685974 1"
13,0,0,"2 0.036004604771158175 1"
14,0,0,"2 0.03627769857121723 1"
0,1,0,"2 0.026645685156270214 1"
1,1,0,"2 0.0407596469963279 1"
2,1,0,"2 0.0356582850849543 1"
3,1,0,"5 0.1625080226294159 0.75 10 0.08206617782080332 0.25"
4,1,0,"2 0.045663516563859724 1"
5,1,0,"2 0.03611656018861596 1"
6,1,0,"6 0.1592310287401452 0.7499999999999999 12 0.09083573850642719 0.2500000000000001"
7,1,0,"2 0.03493571528511674 1"
8,1,0,"2 0.03938012046489902 1"
9,1,0,"2 0.03299507971104224 1"
10,1,0,"2 0.042386775603577315 1"
11,1,-1.2939347825460388,"1 0.020553948743819942 1"
12,1,0,"3 0.1099855641562881 0.75 10 0.07886892221226179 0.25"
13,1,0,"2 0.037550626550952676 1"
14,1,0,"2 0.03255466771484064 1"
0,2,0,"3 0.10555701901434225 0.75 10 0.07441444081606827 0.25"
1,2,0,"2 0.03294019257526899 1"
2,2,0,"2 0.03504794634984799 1"
3,2,0,"2 0.0356861178341687 1"
4,2,0,"2 0.027922988179763172 1"
5,2,0,"2 0.031621423820086945 1"
6,2,0,"2 0.03183667933124282 1"
7,2,0,"2 0.025723245406312777 1"
8,2,0,"2 0.030806328793510508 1"
9,2,0,"2 0.027194550198827 1"
10,2,0,"2 0.03327446067795546 1"
11,2,0,"2 0.0363285818818427 1"
12,2,0,"2 0.03337518207503555 1"
13,2,0,"2 0.0338856771790193 1"
14,2,0,"2 0.03332450830572449 1"
0,3,0,"2 0.03510156839073549 1"
1,3,59.040693560277035,"0 0 0"
2,3,0,"2 0.04716937863123362 1"
3,3,4.094674091848717,"1 0.017837918470855616 1"
4,3,0,"2 0.04681415443785984 1"
5,3,0,"2 0.0356611740776115 1"
6,3,2.187273321782939,"1 0.016842092698386164 1"
7,3,0,"2 0.035957535350562925 1"
8,3,0,"2 0.03464662872986365 1"
9,3,0,"2 0.034018875468228855 1"
10,3,0,"2 0.044726899685328184 1"
11,3,0,"2 0.031940091912403205 1"
12,3,0,"2 0.03440032676502395 1"
13,3,0,"2 0.034390924801116815 1"
14,3,0,"2 0.029453965363466957 1"
0,4,0,"2 0.04638807319365997 1"
1,4,0,"2 0.03191807880016849 1"
2,4,0,"2 0.03701434982973499 1"
3,4,-3.824754692287698,"1 0.01999096773291933 1"
4,4,0,"5 0.14335274082442004 0.75 11 0.08313457896063611 0.25"
5,4,0,"4 0.12100938776106639 0.75 10 0.07053031306849829 0.25"
6,4,0,"2 0.03035645107823285 1"
7,4,0,"2 0.030962665934715715 1"
8,4,0,"2 0.03682490739666825 1"
9,4,0,"2 0.035259295599378224 1"
10,4,0,"2 0.029119356857408255 1"
11,4,0,"2 0.03117060531830736 1"
12,4,0,"2 0.03615224089853915 1"
13,4,0,"2 0.034077211205779875 1"
14,4,0,"2 0.033331127442398 1"
0,5,0,"2 0.03800348847302847 1"
1,5,0,"2 0.040552619194087515 1"
2,5,0,"2 0.032781619311072124 1"
3,5,0,"2 0.03103611849696571 1"
4,5,0,"2 0.08229930360279646 0.75 9 0.0635320629728259 0.25"
5,5,0,"2 0.030067019928716385 1"
6,5,0,"2 0.031368565102961814 1"
7,5,0,"2 0.03071644866917484 1"
8,5,0,"2 0.034283914481074144 1"
9,5,0,"2 0.03651982949198246 1"
10,5,0,"2 0.029108816806166806 1"
11,5,0,"2 0.04094115312463078 1"
12,5,0,"2 0.029820589593971835 1"
13,5,0,"2 0.030348007148407716 1"
14,5,0,"2 0.036624841272493554 1"
0,6,0,"2 0.025538094702442084 1"
1,6,0,"2 0.03664039037027444 1"
2,6,0,"2 0.03704999590579939 1"
3,6,0,"2 0.03220900404606727 1"
4,6,0,"2 0.03171278990418914 1"
5,6,0,"2 0.03185130855757038 1"
6,6,0,"2 0.03502635868972367 1"
7,6,0,"2 0.033768111326604226 1"
8,6,4.245070630267072,"1 0.02142807647916465 1"
9,6,0,"2 0.04115109782341898 1"
10,6,0,"2 0.03310009633153683 1"
11,6,0,"4 0.11356828346540467 0.7499999999999999 10 0.06622772618466784 0.2500000000000001"
12,6,0,"2 0.02913394444736575 1"
13,6,0,"2 0.02938334210547178 1"
14,6,0,"2 0.03104654584990096 1"
0,7,0,"2 0.038285934432824256 1"
1,7,0,"2 0.035436347373749934 1"
2,7,0,"2 0.03606317972595222 1"
3,7,0,"2 0.03857637046543168 1"
4,7,0,"2 0.03441678174222532 1"
5,7,0,"2 0.02984320604579036 1"
6,7,0,"2 0.10213716126419929 0.7499999999999999 8 0.05999627335046495 0.2500000000000001"
7,7,0,"8 0.18783283616835927 0.75 12 0.0859539296095735 0.25"
8,7,0,"2 0.03378040005031212 1"
9,7,-1.2634852555395497,"1 0.019466729565597512 1"
10,7,0,"2 0.033933726699646054 1"
11,7,0,"2 0.032836082534547235 1"
12,7,0,"2 0.03891853712492475 1"
13,7,0,"2 0.06039936532572639 1"
14,7,0,"2 0.027619587988491325 1"
0,8,0,"2 0.034026314691882734 1"
1,8,0,"2 0.032679925674490184 1"
2,8,0,"2 0.03176649934220017 1"
3,8,0,"2 0.028794223571123868 1"
4,8,0,"2 0.029563433332443306 1"
5,8,0,"4 0.12507144076415588 0.7500000000000001 10 0.0772642167111267 0.2499999999999999"
6,8,0,"2 0.02988316212996924 1"
7,8,11.848904621375404,"1 0.01821073620244792 1"
8,8,0,"2 0.03026797296947247 1"
9,8,0,"4 0.1106075631325047 0.75 10 0.06564860578881092 0.25"
10,8,12.545767589673233,"1 0.01823535207205382 1"
11,8,0,"2 0.03906033109236349 1"
12,8,0,"2 0.03869268111519975 1"
13,8,0,"2 0.034644917821690734 1"
14,8,0,"2 0.03992311814094464 1"
0,9,0,"2 0.04296691900400234 1"
1,9,0,"2 0.03329658174041338 1"
2,9,0,"2 0.03371647760962318 1"
3,9,0,"2 0.04016496487677665 1"
4,9,0,"2 0.03196394676030278 1"
5,9,0,"2 0.03814752308195525 1"
6,9,0,"2 0.03748349553521925 1"
7,9,0,"2 0.027161699922074088 1"
8,9,0,"2 0.08100879553163867 0.75 9 0.06613524295788444 0.25"
9,9,0,"2 0.03175252501805561 1"
10,9,0,"2 0.04021180460707924 1"
11,9,0,"2 0.02907870897192388 1"
12,9,0,"2 0.03025479074292312 1"
13,9,0,"2 0.030670619201641946 1"
14,9,0,"2 0.03325101032440495 1"
0,10,52.36174232624893,"0 0 0"
1,10,0,"3 0.11212949835932916 0.7500000000000001 10 0.07889102618742304 0.2499999999999999"
2,10,0,"2 0.0342680286001743 1"
3,10,0,"2 0.027840962608628984 1"
4,10,0,"2 0.03941639011404926 1"
5,10,23.46373503426137,"1 0.0214409238161324 1"
6,10,0,"2 0.03620209351770584 1"
7,10,0,"2 0.0332000108507452 1"
8,10,0,"2 0.031323377272861885 1"
9,10,0,"2 0.029699339089992047 1"
10,10,0,"2 0.029413893783701104 1"
11,10,0,"2 0.038332424044278036 1"
12,10,0,"2 0.03355857564616136 1"
13,10,0,"2 0.030319631480269123 1"
14,10,0,"2 0.03276331986273176 1"
0,11,0,"2 0.03963306343917024 1"
1,11,0,"2 0.08196096156949258 0.7499999999999999 9 0.06588727185086077 0.2500000000000001"
2,11,0,"2 0.03220490974515964 1"
3,11,0,"2 0.03497231956968987 1"
4,11,0,"2 0.031334529083800966 1"
5,11,0,"2 0.035836120434666496 1"
6,11,0,"2 0.03615814157918097 1"
7,11,0,"2 0.042349997611626465 1"
8,11,0,"2 0.03404002280284976 1"
9,11,0,"2 0.03842677732965845 1"
10,11,0,"2 0.03561763984596547 1"
11,11,0,"2 0.030043523575314937 1"
12,11,0,"2 0.045777328002700436 1"
13,11,0,"2 0.03675559931704772 1"
14,11,0,"2 0.03225360611441385 1"
0,12,16.140985820207447,"1 0.020142882355735855 1"
1,12,0,"2 0.03401155288450547 1"
2,12,0,"2 0.028768786126915892 1"
3,12,0,"2 0.029924920396953443 1"
4,12,0,"2 0.03859719804150953 1"
5,12,0,"2 0.04278013685092419 1"
6,12,0,"2 0.02893316824907096 1"
7,12,0,"2 0.034606638107743296 1"
8,12,0,"2 0.03775743716233406 1"
9,12,0,"2 0.02866809615701567 1"
10,12,0,"2 0.03498463921332723 1"
11,12,0,"2 0.047599822651656194 1"
12,12,0,"6 0.16805231702741583 0.75 11 0.08572747893902354 0.25"
13,12,0,"2 0.03203290424980167 1"
14,12,0,"2 0.03988104224310874 1"
0,13,60.72220061486311,"0 0 0"
1,13,0,"2 0.031630160024883495 1"
2,13,0,"2 0.04097663013591619 1"
3,13,0,"5 0.138359314561637 0.7500000000000001 10 0.06745031043362332 0.2499999999999999"
4,13,0,"2 0.03298775194413907 1"
5,13,0,"2 0.028682236274356693 1"
6,13,0,"2 0.049670782746691546 1"
7,13,0,"4 0.12213754648660476 0.7499999999999999 10 0.07262437054463065 0.2500000000000001"
8,13,0,"2 0.031643761627727876 1"
9,13,0,"2 0.03720441805205974 1"
10,13,0,"2 0.032625604776430436 1"
11,13,0,"4 0.11526441291052937 0.7500000000000001 10 0.06678524512965227 0.2499999999999999"
12,13,0,"2 0.03104173307591212 1"
13,13,0,"2 0.0332146305742951 1"
14,13,0,"2 0.03153553027435192 1"
0,14,0,"2 0.028486012172298247 1"
1,14,0,"2 0.0335126110692934 1"
2,14,0,"2 0.03348893849389725 1"
3,14,0,"2 0.028845852057812486 1"
4,14,0,"2 0.027065839456599617 1"
5,14,0,"2 0.029256270032951975 1"
6,14,0,"2 0.029172697876890724 1"
7,14,0,"2 0.027792170022655417 1"
8,14,0,"2 0.032945162421229204 1"
9,14,0,"2 0.029953007918605598 1"
10,14,0,"2 0.03219385465316733 1"
11,14,4.8249369924012555,"1 0.017363093480418465 1"
12,14,0,"2 0.03622944167186584 1"
13,14,0,"2 0.029251672361384155 1"
14,14,0,"2 0.031105352204134584 1"
0,15,0,"2 0.03388768929440193 1"
1,15,0,"2 0.02821959474028497 1"
2,15,0,"2 0.035937752654006554 1"
3,15,0,"2 0.02936711971777029 1"
4,15,0,"2 0.09402841256103828 0.7499999999999999 8 0.060632995757250986 0.2500000000000001"
5,15,0,"2 0.035990923775190066 1"
6,15,0,"2 0.04455028370984242 1"
7,15,0,"2 0.04119735042866706 1"
8,15,0,"2 0.03228756464770233 1"
9,15,0,"2 0.03263629119696492 1"
10,15,0,"2 0.03146676943386725 1"
11,15,0,"2 0.03116976019384964 1"
12,15,0,"3 0.10746482811293603 0.7500000000000001 9 0.06324256281155123 0.2499999999999999"
13,15,0,"2 0.027008556020492312 1"
14,15,0,"2 0.039584974198728584 1"
0,16,0,"2 0.03439092671793704 1"
1,16,0,"2 0.027089366349825422 1"
2,16,0,"2 0.04767548366763647 1"
3,16,0,"2 0.03299208933916104 1"
4,16,0,"2 0.024305285298971732 1"
5,16,0,"2 0.0266619648025989 1"
6,16,0,"2 0.03214497983738469 1"
7,16,0,"5 0.12936747798144263 0.7499999999999999 11 0.07075448176250401 0.2500000000000001"
8,16,0,"2 0.02585594333289702 1"
9,16,0,"2 0.034655305553152715 1"
10,16,0,"2 0.031141333212723405 1"
11,16,0,"2 0.03319363632169225 1"
12,16,0,"2 0.028274050292658184 1"
13,16,0,"2 0.027957688057937732 1"
14,16,0,"2 0.026633190487267498 1"
0,17,0,"2 0.027404030071486903 1"
1,17,0,"5 0.13522557650188097 0.75 10 0.0654349328547777 0.25"
