locationId,long,lat
885,-122.3646621,47.6367266
939,-122.3025396,47.57573062
795,-122.3327227,47.69264682
613,-122.3138887,47.69242862
734,-122.3305493,47.6585487
990,-122.2933854,47.57286546
9,-122.3307161,47.65650178
757,-122.2132191,47.69285183
524,-122.3541329,47.63726065
122,-122.2805741,47.65731792
166,-122.3475255,47.67843334
191,-122.3436983,47.6391322
72,-122.3160425,47.62779106
693,-122.3060121,47.69348118
749,-122.2875674,47.66867887
150,-122.3730641,47.6400216
880,-122.2666053,47.67186927
414,-122.3703619,47.64160539
574,-122.1715037,47.6923841
900,-122.2535261,47.67156812
882,-122.375756,47.68809298
328,-122.3138049,47.68400615
112,-122.3141421,47.5755221
270,-122.3267737,47.5832734
194,-122.1739686,47.67755738
567,-122.3135924,47.67895708
664,-122.1160152,47.6960773
196,-122.1876931,47.67463178
672,-122.3773501,47.67340755
156,-122.3518633,47.65647431
264,-122.330706,47.66227033
969,-122.3459868,47.68740575
975,-122.2774034,47.65059732
285,-122.3696453,47.68570564
996,-122.1452676,47.61440787
931,-122.326231,47.62232035
23,-122.1253189,47.61801644
33,-122.3215743,47.58967416
904,-122.3382623,47.65997087
869,-122.1418288,47.68088497
382,-122.1336592,47.6573314
788,-122.3723841,47.66684943
261,-122.3341685,47.67457587
744,-122.2886766,47.68402409
174,-122.2705793,47.67815681
142,-122.2913752,47.6784967
176,-122.2924564,47.59445794
133,-122.3000982,47.62646047
469,-122.1784615,47.6905107
569,-122.361733,47.63519955
385,-122.2967612,47.6105437
