technicianId,serviceId,distribution_offset,distribution
0,0,0,"6 0.0787101239664284 1"
1,0,0,"4 0.06441436070961358 1"
2,0,0,"4 0.057593700281647404 1"
3,0,0,"3 0.059639250886628414 1"
4,0,0,"3 0.04252208564798392 1"
5,0,0,"3 0.04061777712491377 1"
6,0,0,"3 0.04131625371857626 1"
7,0,0,"3 0.046141435416195295 1"
8,0,0,"3 0.0448687148365272 1"
9,0,0,"5 0.0689508257118032 1"
10,0,0,"22 0.4226517972178348 0.7499999999999999 19 0.1654531620367325 0.2500000000000001"
11,0,0,"2 0.03387825493336787 1"
12,0,0,"3 0.04184676395662488 1"
13,0,0,"2 0.03754062559151898 1"
14,0,0,"4 0.06241433289116473 1"
15,0,0,"4 0.05603904313158636 1"
16,0,0,"6 0.07983467310066926 1"
17,0,0,"2 0.035405737683649546 1"
18,0,0,"3 0.04402425554357889 1"
19,0,0,"2 0.03235631928978411 1"
20,0,0,"4 0.05574823230713015 1"
21,0,0,"2 0.03312575155974287 1"
22,0,0,"3 0.050991126883133966 1"
23,0,0,"3 0.041494272023255126 1"
24,0,0,"2 0.03196885856952841 1"
25,0,0,"4 0.05218748264507701 1"
26,0,0,"3 0.048609733750392195 1"
27,0,0,"4 0.06116088929665222 1"
28,0,0,"5 0.07049557891302875 1"
29,0,0,"11 0.23864467372308562 0.75 14 0.10701859528798233 0.25"
30,0,0,"4 0.05167697789814162 1"
31,0,0,"3 0.04678133106385409 1"
32,0,0,"6 0.08223848238425097 1"
33,0,0,"5 0.06427372662083375 1"
34,0,0,"4 0.06481754647339254 1"
35,0,0,"3 0.04285971493942872 1"
36,0,0,"3 0.04149681723676496 1"
37,0,0,"4 0.06283728315132328 1"
38,0,0,"4 0.06061175571453524 1"
39,0,0,"5 0.06751889429331334 1"
40,0,0,"3 0.050294288480687906 1"
41,0,0,"3 0.0491928097890398 1"
42,0,0,"3 0.04285775811939401 1"
43,0,0,"2 0.031025632352086184 1"
44,0,0,"3 0.04892664465283644 1"
45,0,0,"4 0.051292530776512926 1"
46,0,0,"2 0.030244521500075065 1"
47,0,0,"3 0.057111793070213024 1"
48,0,0,"4 0.06243014461610178 1"
49,0,0,"2 0.03247984168250864 1"
50,0,0,"4 0.05301932142117607 1"
51,0,0,"2 0.031324285777199756 1"
52,0,0,"2 0.04393751106197708 1"
53,0,0,"3 0.05123846706003601 1"
54,0,0,"3 0.047720954583818774 1"
0,1,0,"8 0.23024925859615436 0.75 13 0.12471464829464612 0.25"
1,1,0,"3 0.049095368992967646 1"
2,1,0,"2 0.041450416514626255 1"
3,1,0,"2 0.03668601362135686 1"
4,1,0,"4 0.06425876154565731 1"
5,1,0,"3 0.04616225924582402 1"
6,1,0,"2 0.040926966618885036 1"
7,1,0,"2 0.04609938002360147 1"
8,1,0,"2 0.03679859104482861 1"
9,1,0,"2 0.04977322001066508 1"
10,1,0,"2 0.04268816649545018 1"
11,1,0,"2 0.0400893673336356 1"
12,1,0,"2 0.034809042772443975 1"
13,1,14.545176374095721,"1 0.03133024763760933 1"
14,1,0,"2 0.03912326176758463 1"
15,1,0,"2 0.04124185263244378 1"
16,1,42.74617942631183,"0 0 0"
17,1,0,"5 0.1816386237216866 0.75 11 0.11503519684073164 0.25"
18,1,0,"2 0.03334167300612973 1"
19,1,0,"4 0.061865264481469964 1"
20,1,0,"4 0.0610426821072125 1"
21,1,0,"2 0.0395305347266746 1"
22,1,0,"2 0.039481607206522135 1"
23,1,0,"7 0.24145348204102934 0.75 12 0.12840507639311324 0.25"
24,1,0,"3 0.052213890336977264 1"
25,1,0,"23 0.4408576382316643 0.75 19 0.1672186384055099 0.25"
26,1,0,"3 0.046710936747293846 1"
27,1,0,"2 0.03461101175338171 1"
28,1,0,"3 0.05129841560323777 1"
29,1,0,"2 0.0378925761429851 1"
30,1,0,"3 0.049118689899045616 1"
31,1,0,"2 0.041777827465628053 1"
32,1,0,"2 0.033926932314884244 1"
33,1,0,"3 0.0521036020552952 1"
34,1,0,"8 0.22373994077454734 0.7500000000000001 13 0.11779430043943578 0.2499999999999999"
35,1,0,"3 0.048339047255842496 1"
36,1,0,"2 0.03884337322650266 1"
37,1,0,"3 0.04718320326843128 1"
38,1,0,"2 0.04073965385322374 1"
39,1,0,"3 0.05635725148650208 1"
40,1,0,"2 0.03778779048579059 1"
41,1,0,"3 0.056450372488846844 1"
42,1,0,"2 0.036273947934160826 1"
43,1,0,"2 0.04269866495275495 1"
44,1,0,"4 0.05723535581083256 1"
45,1,0,"2 0.0400520323309162 1"
46,1,0,"2 0.032368153616094436 1"
47,1,0,"4 0.06710571125546153 1"
48,1,19.632510763268215,"1 0.023354723943963013 1"
49,1,0,"2 0.034150819905506995 1"
50,1,0,"3 0.043794176664450374 1"
51,1,0,"21 0.3913412870868065 0.75 18 0.1486023752524161 0.25"
52,1,0,"20 0.3936436390694008 0.75 18 0.15763952480999283 0.25"
53,1,0,"19 0.37141366982372875 0.75 18 0.15216117261859552 0.25"
54,1,0,"2 0.03291729889551636 1"
0,2,0,"2 0.04129923478284842 1"
1,2,0,"2 0.03268375708579291 1"
2,2,0,"3 0.05214457744863821 1"
3,2,0,"4 0.06336458510970493 1"
4,2,0,"4 0.0639622621781707 1"
5,2,0,"2 0.034728662603032145 1"
6,2,0,"3 0.045092145449723293 1"
7,2,0,"2 0.03550992004080366 1"
8,2,0,"11 0.2665139155506021 0.75 14 0.11999286678807693 0.25"
9,2,0,"17 0.3347490800161629 0.7499999999999999 17 0.13915976481990436 0.2500000000000001"
10,2,0,"3 0.04964981591736737 1"
11,2,0,"3 0.04357344396782396 1"
12,2,0,"3 0.05260833752654194 1"
13,2,29.445423247538578,"1 0.027102344129039477 1"
14,2,0,"2 0.041877034568589384 1"
15,2,0,"2 0.039233691047463985 1"
16,2,0,"3 0.052607156215380015 1"
17,2,0,"2 0.03410520661427133 1"
18,2,0,"3 0.054660044447973864 1"
19,2,0,"2 0.0361330366417571 1"
20,2,0,"2 0.038885395983330816 1"
21,2,0,"7 0.21610505557638435 0.75 12 0.11745836320416313 0.25"
22,2,0,"2 0.037054522738279076 1"
23,2,0,"3 0.056752468631710205 1"
24,2,0,"4 0.060195639131185925 1"
25,2,0,"3 0.049319642523488284 1"
26,2,0,"3 0.04209358242515757 1"
27,2,0,"2 0.0371534972158427 1"
28,2,0,"3 0.049223815836623205 1"
29,2,0,"3 0.04645116312950857 1"
30,2,0,"3 0.05079841737762425 1"
31,2,0,"2 0.040451097865805544 1"
32,2,0,"2 0.037627312371981664 1"
