locationId,long,lat
37,-122.2038708,47.68742136
223,-122.202232,47.6597499
35,-122.2025366,47.6685484
221,-122.1374583,47.66833509
12,-122.1708931,47.5834546
120,-122.1690681,47.66560394
73,-122.1879354,47.6741591
155,-122.1160152,47.6960773
36,-122.2375672,47.57257025
130,-122.1640258,47.57896811
135,-122.1715037,47.6923841
27,-122.0831663,47.66516442
126,-122.1085805,47.68649886
183,-122.0913471,47.67251283
174,-122.1683867,47.66692975
107,-122.1784615,47.6905107
72,-122.227227,47.57044949
136,-122.222343,47.57694474
91,-122.1336592,47.6573314
156,-122.1919004,47.67797977
121,-122.1685518,47.684474
140,-122.2054307,47.58981571
171,-122.1682904,47.67726427
82,-122.1822792,47.66804704
222,-122.1682817,47.66634091
143,-122.232013,47.59194943
151,-122.2006617,47.6241972
133,-122.1416238,47.65252944
43,-122.1309965,47.6534517
191,-122.1169571,47.69170332
13,-122.190304,47.67262644
65,-122.1399787,47.61102283
47,-122.1876931,47.67463178
87,-122.241397,47.57508376
40,-122.1966115,47.674861
30,-122.1987586,47.68729208
56,-122.1047862,47.67434991
62,-122.1479893,47.61102619
98,-122.1874666,47.58247067
75,-122.1778397,47.67670664
6,-122.1685663,47.66602171
110,-122.1776066,47.61516468
104,-122.1135785,47.67312718
146,-122.1783919,47.68827984
214,-122.1383686,47.59725768
51,-122.1145497,47.68142949
106,-122.1764849,47.69439082
29,-122.1981381,47.60100714
52,-122.1999912,47.68722035
108,-122.1402597,47.62042332
83,-122.2069133,47.57991235
